path,in_applied_dir,last_commit_date,referenced_from_runtime,class,change_visible_in_production,recommended_action,note
backend/scripts/import-czechia-disclaimer.ts,no,2026-07-05,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-czechia-service-content.ts,no,2026-07-05,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-ireland-finalize.ts,no,2026-06-30,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-ireland-landing-pages.ts,no,2026-06-30,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-ireland-service-content.ts,no,2026-06-30,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-ireland-service-links.ts,no,2026-06-30,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-portugal-disclaimer.ts,no,2026-09-01,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-portugal-landing-pages.ts,no,2026-07-01,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-portugal-service-content.ts,no,2026-07-01,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-portugal-service-links.ts,no,2026-07-01,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-spain-disclaimer.ts,no,2026-07-10,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-spain-service-content.ts,no,2026-07-10,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/import-spain-service-links.ts,no,2026-07-10,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-brazil-diabetes-links.mjs,no,2026-09-15,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-brazil-test-request-title.ts,no,2026-08-09,no,applied_one_off,yes,move_to_applied,/brazil/en/services/solicitacao-exames-online title is 'Online Test Request Brazil' - redundant clause gone 2026-09-15 | One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-czechia-career-locales.ts,no,2026-09-01,no,applied_one_off,yes,move_to_applied,/czechia/en/careers/prakticky-lekar-cesko returns 200 (EN translation exists) 2026-09-15 | One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-czechia-page-content-seo-drafts.ts,no,2026-09-02,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-czechia-profile-blog-tool-seo-drafts.ts,no,2026-09-02,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-czechia-seo-service-drafts.ts,no,2026-09-02,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-ireland-consultation-hub-copy.ts,no,2026-08-25,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-ireland-general-service-keywords.ts,no,2026-08-26,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-ireland-gp-content.ts,no,2026-07-30,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-ireland-home-content.ts,no,2026-07-14,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-ireland-legal-hq-dpo.ts,no,2026-07-30,no,applied_one_off,yes,move_to_applied,/ireland/en/legal serves both 'Prague' (HQ sentence) and 'dpo@myglobalhealth.online' 2026-09-15 | One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-ireland-profile-specialist-faqs.ts,no,2026-08-26,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-ireland-profile-specialist-keywords.ts,no,2026-08-26,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-ireland-specialist-content.ts,no,2026-07-30,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-portugal-doctors-content.ts,no,2026-07-30,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-portugal-doctors-datasheet.ts,no,2026-07-30,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-portugal-faq-safety.ts,no,2026-09-01,no,applied_one_off,yes,move_to_applied,/portugal/pt/faq serves the approved safety wording; doctor-scoped FAQ keys present 2026-09-15 | One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-portugal-home-hero-language.ts,no,2026-09-01,no,applied_one_off,yes,move_to_applied,/portugal/pt hero is fully Portuguese (no English CTA) 2026-09-15 | One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-portugal-seo-metadata.ts,no,2026-09-03,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-romania-doctor-profiles.ts,no,2026-07-16,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-romania-doctors-content.ts,no,2026-07-16,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/patch-romania-weight-management-seo-title.ts,no,2026-08-03,no,applied_one_off,yes,move_to_applied,/romania/en/services/controlul-greutatii title is 'Medical weight management review | Romania' - no longer the Men's Health string 2026-09-15 | One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/prepare-brazil-seo.mjs,no,2026-09-15,no,reusable_runner,yes,keep_as_runner,/brazil/pt title 'Medico Online no Brasil | Consulta por Video' live 2026-09-15 | Dry-run / rehearsal / storage helper - re-run before the next batch in that market
backend/scripts/prepare-romania-seo.mjs,no,2026-09-13,no,reusable_runner,unknown,keep_as_runner,Dry-run / rehearsal / storage helper - re-run before the next batch in that market
backend/scripts/prepare-spain-seo.mjs,no,2026-09-14,no,reusable_runner,unknown,keep_as_runner,Dry-run / rehearsal / storage helper - re-run before the next batch in that market
backend/scripts/pt-invoicexpress-cleanup-drafts.ts,no,2026-08-25,no,unknown,unknown,needs_owner_check,Purpose not determinable from the header comment
backend/scripts/publish-portugal-snippet-trims.ts,no,2026-09-04,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/rehearse-brazil-seo.mjs,no,2026-09-13,no,reusable_runner,unknown,keep_as_runner,Dry-run / rehearsal / storage helper - re-run before the next batch in that market
backend/scripts/rehearse-spain-seo.mjs,no,2026-09-14,no,reusable_runner,unknown,keep_as_runner,Dry-run / rehearsal / storage helper - re-run before the next batch in that market
backend/scripts/report-portugal-snippet-trim-drafts.ts,no,2026-09-03,no,reusable_runner,unknown,keep_as_runner,Dry-run / rehearsal / storage helper - re-run before the next batch in that market
backend/scripts/romania-editorial-storage.mjs,no,2026-09-13,no,reusable_runner,unknown,keep_as_runner,Dry-run / rehearsal / storage helper - re-run before the next batch in that market
backend/scripts/romania-seo-storage.mjs,no,2026-09-13,no,reusable_runner,unknown,keep_as_runner,Dry-run / rehearsal / storage helper - re-run before the next batch in that market
backend/scripts/seed-ireland-randox-kits.ts,no,2026-08-06,no,applied_one_off,no,move_to_applied,Target pages /ireland/*/lab-tests/* are sitemapped but 404 - Ireland's health-tests feature flag is off. The seeded kits are not reachable (see TF-12) | One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/spain-seo-storage.mjs,no,2026-09-13,no,reusable_runner,unknown,keep_as_runner,Dry-run / rehearsal / storage helper - re-run before the next batch in that market
backend/scripts/stage-portugal-tool-seo-override.ts,no,2026-09-04,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/translate-ireland-health-tests.ts,no,2026-08-06,no,applied_one_off,unknown,move_to_applied,One-shot DB write; move to backend/scripts/applied/ once the effect is verified in production
backend/scripts/verify-romania-db.mjs,no,2026-09-13,no,reusable_runner,unknown,keep_as_runner,Dry-run / rehearsal / storage helper - re-run before the next batch in that market
backend/scripts/applied/patch-brazil-doctors-content.ts,yes,2026-07-30,no,applied_one_off,unknown,keep_as_runner,Already parked in backend/scripts/applied/ - leave it
backend/scripts/applied/patch-czechia-gp-content.ts,yes,2026-07-30,no,applied_one_off,unknown,keep_as_runner,Already parked in backend/scripts/applied/ - leave it
backend/scripts/applied/patch-ireland-doctors-content.ts,yes,2026-07-30,no,applied_one_off,unknown,keep_as_runner,Already parked in backend/scripts/applied/ - leave it
backend/scripts/applied/patch-ireland-doctors-datasheet.ts,yes,2026-08-08,no,applied_one_off,unknown,keep_as_runner,Already parked in backend/scripts/applied/ - leave it
backend/scripts/applied/patch-spain-doctors-content.ts,yes,2026-07-30,no,applied_one_off,unknown,keep_as_runner,Already parked in backend/scripts/applied/ - leave it
backend/scripts/applied/patch-spain-doctors-datasheet.ts,yes,2026-07-30,no,applied_one_off,unknown,keep_as_runner,Already parked in backend/scripts/applied/ - leave it
backend/scripts/applied/patch-spain-vascular-aesthetic-services.ts,yes,2026-08-19,no,applied_one_off,unknown,keep_as_runner,Already parked in backend/scripts/applied/ - leave it
backend/scripts/applied/seed-ireland-labtests-brief.ts,yes,2026-09-02,no,applied_one_off,unknown,keep_as_runner,Already parked in backend/scripts/applied/ - leave it
backend/scripts/applied/seed-ireland-labtests-locales.ts,yes,2026-07-30,no,applied_one_off,unknown,keep_as_runner,Already parked in backend/scripts/applied/ - leave it
backend/scripts/content/blog-seo-2026-08/br-atestado-medico.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-seo-2026-08/br-pedido-exames.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-seo-2026-08/cz-lekar-online.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-seo-2026-08/cz-neschopenka.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-seo-2026-08/es-baja-ansiedad.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-seo-2026-08/es-dermatologo-online.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-seo-2026-08/ie-blood-tests.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-seo-2026-08/ie-illness-benefit.ts,no,2026-08-30,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-seo-2026-08/pt-autodeclaracao.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-seo-2026-08/pt-consulta-viajante.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-seo-2026-08/ro-boli-cronice.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-seo-2026-08/ro-scrisoare-medicala.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week1-2026-08/es-tension-arterial-normal.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week1-2026-08/ro-tensiune-arteriala-normala.ts,no,2026-09-02,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,no,2026-08-29,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts,no,2026-09-02,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,no,2026-09-02,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,no,2026-09-02,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week2-2026-08/pt-baixa-medica-valor.ts,no,2026-09-02,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week2-2026-08/ro-scade-tensiunea-rapid.ts,no,2026-09-02,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week3-2026-09/br-atestado-comparecimento.ts,no,2026-09-07,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week3-2026-09/cz-neschopenka-vychazky.ts,no,2026-09-07,no,draft_data,yes,archive,/czechia/cs/blog/neschopenka-vychazky-pravidla-kontrola returns 200 2026-09-15 | One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week3-2026-09/es-como-bajar-tension.ts,no,2026-09-07,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week3-2026-09/ie-adhd-assessment.ts,no,2026-09-07,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week3-2026-09/pt-baixa-psicologica.ts,no,2026-09-07,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/blog-week3-2026-09/ro-tensiune-mica.ts,no,2026-09-07,no,draft_data,unknown,archive,One-shot blog article payload; the article is now a DB row - archive under backend/scripts/applied/content/
backend/scripts/content/legal/GlobalHealth_Brazil_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/GlobalHealth_Ireland_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/GlobalHealth_Portugal_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/GlobalHealth_Romania_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/GlobalHealth_Spain_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/cs/GlobalHealth_Brazil_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/cs/GlobalHealth_Ireland_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/cs/GlobalHealth_Portugal_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/cs/GlobalHealth_Romania_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/cs/GlobalHealth_Spain_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/de/GlobalHealth_Brazil_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/de/GlobalHealth_Ireland_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/de/GlobalHealth_Portugal_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/de/GlobalHealth_Romania_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/de/GlobalHealth_Spain_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/es/GlobalHealth_Brazil_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/es/GlobalHealth_Ireland_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/es/GlobalHealth_Portugal_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/es/GlobalHealth_Romania_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/es/GlobalHealth_Spain_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/pt/GlobalHealth_Brazil_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/pt/GlobalHealth_Ireland_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/pt/GlobalHealth_Portugal_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/pt/GlobalHealth_Romania_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/pt/GlobalHealth_Spain_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/ro/GlobalHealth_Brazil_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/ro/GlobalHealth_Ireland_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/ro/GlobalHealth_Portugal_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/ro/GlobalHealth_Romania_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/content/legal/ro/GlobalHealth_Spain_Addendum_final.html,no,2026-07-18,no,draft_data,unknown,keep_as_runner,Source HTML for the per-country legal addendum; keep as the provenance record
backend/scripts/data/brazil-service-content.json,no,2026-07-21,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/brazil-service-links.json,no,2026-07-21,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/brazil-specialist-service-content.json,no,2026-07-12,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/czechia-career-locales.ts,no,2026-09-01,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/czechia-specialist-service-content.json,no,2026-07-12,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/ireland-doctors-datasheet.ts,no,2026-07-30,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/ireland-randox-kits.ts,no,2026-08-06,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/ireland-service-content.json,no,2026-07-01,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/ireland-service-links.json,no,2026-06-30,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/ireland-specialist-service-content.json,no,2026-07-11,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/portugal-doctors-datasheet.ts,no,2026-09-01,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/portugal-service-content.json,no,2026-09-01,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/portugal-service-links.json,no,2026-07-01,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/portugal-specialist-service-content.json,no,2026-07-11,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/romania-specialist-service-content.json,no,2026-07-12,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/spain-doctors-datasheet.ts,no,2026-07-30,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/spain-service-content.json,no,2026-07-10,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/spain-service-links.json,no,2026-07-10,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/data/spain-specialist-service-content.json,no,2026-07-12,no,draft_data,unknown,keep_as_runner,Input payload for an import/patch script; keep next to its runner
backend/scripts/lib/czechia-clinical-approval.ts,no,2026-09-01,no,reusable_runner,unknown,keep_as_runner,Shared helper for the country scripts
