url,status_code,fetch_class,title,title_length,meta_description,description_length,h1,word_count,indexable,noindex_reason,canonical,crawl_depth,internal_links_in,internal_links_out,response_time_ms,lighthouse_performance_score,lighthouse_lcp,lighthouse_cls,lighthouse_inp_tbt,lighthouse_fcp
https://www.myglobalhealth.online/brazil/pt/doctors/dr-renato-sarmento,200,ok,Dr. Renato Sarmento — Médico de Família | CRM-SP 170.837,56,"Agende uma consulta por vídeo com o Dr. Renato Sarmento. Atendimento em português, inglês ou espanhol. Confira os horários disponíveis.",135,,2221,True,,,2,,55,406,,,,,
https://www.myglobalhealth.online/brazil/pt/faq,200,ok,Perguntas frequentes — Brasil · Global Health,45,"Brasil — Agendamentos, pagamentos, consultas, privacidade e quando o atendimento online não é a opção certa. Não encontrou o que precisa? Fale com a gente.",155,,569,True,,,2,,36,158,,,,,
https://www.myglobalhealth.online/brazil/pt/gp-consultation-online,200,ok,Consulta Médica Online no Brasil | Global Health,48,Consultas médicas online com médicos inscritos no Conselho Federal de Medicina (CFM) / CRM.,91,,1431,True,,,2,,56,187,,,,,
https://www.myglobalhealth.online/brazil/pt/legal,200,ok,Informação legal · Brasil · Global Health,41,"Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.",93,,323,True,,,2,,41,272,,,,,
https://www.myglobalhealth.online/brazil/pt/legal/medical-disclaimer,200,ok,Aviso Médico · Brasil · Global Health,37,"Aviso Médico. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.",107,,401,True,,,2,,36,360,,,,,
https://www.myglobalhealth.online/brazil/pt/press,200,ok,Imprensa e Media — Global Health Brasil,39,"Informação para a imprensa sobre a Global Health em Brasil: quem opera o serviço, como é regulado, os mercados que servimos e como contactar a nossa área de imprensa.",166,,385,True,,,2,,37,175,,,,,
https://www.myglobalhealth.online/brazil/pt/pricing,200,ok,Escolha o seu plano mensal · Brasil · Global Health,51,"Cuidados mensais de medicina geral online com créditos de consulta, com preços para o Brasil.",93,,547,True,,,2,,39,450,,,,,
https://www.myglobalhealth.online/brazil/pt/services/atestado-medico-online,200,ok,Atestado médico: avaliação online | Global Health Brasil,56,Agende uma avaliação médica por vídeo. A emissão de atestado depende da avaliação clínica; a consulta não garante um documento ou sua aceitação.,144,,1565,True,,,2,,44,491,,,,,
https://www.myglobalhealth.online/brazil/pt/services/consulta-clinica-online,200,ok,Consulta Médica Online Brasil | Clínico Geral,45,Converse com um clínico geral por vídeo sobre sintomas e cuidados de saúde. Consulte os horários e o preço antes de agendar.,124,,1797,True,,,2,,43,270,,,,,
https://www.myglobalhealth.online/brazil/pt/services/consulta-pele-online,200,ok,Consulta de Pele Online Brasil | Clínico Geral,46,"Consulta de Pele: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",132,,1639,True,,,2,,42,218,,,,,
https://www.myglobalhealth.online/brazil/pt/services/controle-peso-online,200,ok,Controle de Peso Online Brasil | Avaliação Médica,49,"Controle de Peso: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",132,,2139,True,,,2,,43,275,,,,,
https://www.myglobalhealth.online/brazil/pt/services/doencas-cronicas-online,200,ok,Doenças Crônicas Online Brasil | Acompanhamento Médico,54,"Doenças Crônicas: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",132,,1983,True,,,2,,44,199,,,,,
https://www.myglobalhealth.online/brazil/pt/services/musculoesqueletico-online,200,ok,Dor Muscular e Articular Online Brasil | Clínico Geral,54,"Musculoesquelético: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",134,,1901,True,,,2,,43,363,,,,,
https://www.myglobalhealth.online/brazil/pt/services/parar-de-fumar-online,200,ok,Parar de Fumar Online Brasil | Apoio Médico · Global Health,59,"Parar de Fumar: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",130,,2239,True,,,2,,43,157,,,,,
https://www.myglobalhealth.online/brazil/pt/services/pediatria-online,200,ok,Saúde da criança: médico de família online | Brasil,51,Consulta por vídeo para crianças e adolescentes com médico de família. Confira horários e preço. Não é uma consulta com pediatra especialista.,142,,2046,True,,,2,,42,531,,,,,
https://www.myglobalhealth.online/brazil/pt/services/queda-cabelo-online,200,ok,Queda de Cabelo Online Brasil | Avaliação Médica,48,"Queda de Cabelo: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",131,,2130,True,,,2,,43,229,,,,,
https://www.myglobalhealth.online/brazil/pt/services/renovacao-receita-online,200,ok,Renovação de Receita Online Brasil | Clínico Geral,50,"Renovação de Receita: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",136,,1348,True,,,2,,40,410,,,,,
https://www.myglobalhealth.online/brazil/pt/services/saude-da-mulher-online,200,ok,Saúde da Mulher Online Brasil | Clínico Geral,45,"Saúde da Mulher: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",131,,1705,True,,,2,,43,477,,,,,
https://www.myglobalhealth.online/brazil/pt/services/saude-do-homem-online,200,ok,Saúde do Homem Online Brasil | Clínico Geral · Global Health,60,"Saúde do Homem: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",130,,2006,True,,,2,,43,487,,,,,
https://www.myglobalhealth.online/brazil/pt/services/saude-idoso-online,200,ok,Saúde do Idoso Online Brasil | Clínico Geral · Global Health,60,"Saúde do Idoso: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",130,,2677,True,,,2,,43,261,,,,,
https://www.myglobalhealth.online/brazil/pt/services/saude-mental-online,200,ok,Saúde Mental Online Brasil | Ansiedade e Depressão | Clínico Geral,66,"Saúde Mental: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",128,,1886,True,,,2,,43,1004,,,,,
https://www.myglobalhealth.online/brazil/pt/services/saude-sexual-ist-online,200,ok,Saúde Sexual e IST Online Brasil | Clínico Geral,48,"Saúde Sexual e IST: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",134,,2487,True,,,2,,43,230,,,,,
https://www.myglobalhealth.online/brazil/pt/services/saude-viagem-online,200,ok,Saúde de Viagem Online Brasil | Consulta Médica Antes de Viajar,63,"Saúde de Viagem: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",131,,1985,True,,,2,,43,257,,,,,
https://www.myglobalhealth.online/brazil/pt/services/segunda-opiniao-medica,200,ok,Segunda Opinião Médica Online Brasil | Clínico Geral,52,"Segunda Opinião Médica: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.",138,,1790,True,,,2,,41,494,,,,,
https://www.myglobalhealth.online/brazil/pt/services/solicitacao-exames-online,200,ok,Solicitação de Exames Online Brasil | Pedido de Exames,54,Converse com um médico por vídeo sobre a necessidade de exames. A solicitação depende da avaliação clínica. Confira horários e preço.,133,,1903,True,,,2,,44,669,,,,,
https://www.myglobalhealth.online/brazil/pt/tools/adhd-test,200,ok,Teste de TDAH Brasil | Triagem Gratuita para Adultos,52,"Faça a triagem de TDAH em adultos com seis perguntas (ASRS v1.1, parte A) e veja o que as suas respostas significam. Uma triagem não é diagnóstico — quem diagnostica é o psiquiatra ou o psicólogo clínico.",204,,1824,True,,,2,,37,154,,,,,
https://www.myglobalhealth.online/brazil/pt/tools/blood-pressure-chart,200,ok,Pressão Arterial Normal Brasil | Tabela de Valores,50,"Compare sua pressão sistólica e diastólica com a tabela para adultos. Veja a categoria, o que ela significa e quais medidas exigem atendimento médico no mesmo dia.",163,,1650,True,,,2,,37,167,,,,,
https://www.myglobalhealth.online/brazil/pt/tools/bmi-calculator,200,ok,Calculadora IMC Brasil | Calcular o IMC Online,46,"Calcule seu índice de massa corporal em segundos. Sistema métrico ou imperial, categorias da OMS para adultos e o que o resultado significa na prática.",151,,1462,True,,,2,,37,370,,,,,
https://www.myglobalhealth.online/brazil/pt/tools/calorie-calculator,200,ok,Calculadora de Calorias Brasil | Calorias por Dia,49,"Calcule grátis quantas calorias por dia você precisa para manter, perder ou ganhar peso, pela equação de Mifflin-St Jeor. Resultado orientativo.",144,,1641,True,,,2,,37,366,,,,,
https://www.myglobalhealth.online/brazil/pt/tools/due-date-calculator,200,ok,Calculadora Gestacional e de Gravidez Brasil | DPP,50,"Calculadora gestacional grátis: veja de quantas semanas você está e a data provável do parto (DPP) a partir da última menstruação, ajustada ao seu ciclo.",153,,1557,True,,,2,,37,159,,,,,
https://www.myglobalhealth.online/brazil/pt/tools/osteoporosis-risk-checker,200,ok,Avaliação de Risco de Osteoporose Brasil | Preciso de uma Densitometria Óssea?,78,"Verifique os fatores de risco publicados para osteoporose e fratura de fragilidade, e veja se as orientações clínicas recomendam que seja avaliado. Não é o FRAX nem um diagnóstico — uma lista de verificação para levar ao médico.",228,,2004,True,,,2,,37,163,,,,,
https://www.myglobalhealth.online/brazil/pt/tools/ovulation-calculator,200,ok,Período Fértil Brasil | Calculadora de Ovulação,47,"Calcule seu período fértil e o dia previsto da ovulação a partir do primeiro dia da última menstruação. Ajusta-se à duração do seu ciclo, com os seis dias mais férteis detalhados.",179,,1734,True,,,2,,37,288,,,,,
https://www.myglobalhealth.online/brazil/pt/tools/sore-throat-checker,200,ok,Garganta Inflamada ou Amigdalite? Teste Brasil,46,"Responda a cinco perguntas sobre a sua dor de garganta e veja qual a chance de ser bacteriana, pelo escore de McIsaac usado na clínica. Inclui os sinais de alerta que pedem atendimento imediato. Não é diagnóstico nem teste de estreptococo.",239,,2119,True,,,2,,36,167,,,,,
https://www.myglobalhealth.online/cart,200,ok,Opening your cart · Global Health,33,Opening your cart...,20,,137,False,,,,,26,153,,,,,
https://www.myglobalhealth.online/czechia/cs,200,ok,Online lékař v Česku | Registrovaní lékaři · Global Health,58,Online konzultace s lékaři registrovanými v Česku. Vyberte službu a volný termín; další postup vždy závisí na klinickém posouzení.,130,,1891,True,,,1,,62,210,,,,,
https://www.myglobalhealth.online/czechia/cs/about,200,ok,O Global Health Česko | Online lékařská péče,44,"Global Health Česko nabízí videokonzultace s lékaři registrovanými u České lékařské komory. Zjistěte, kdo jsme a jak služba funguje.",132,,556,True,,,2,,39,162,,,,,
https://www.myglobalhealth.online/czechia/cs/blog,200,ok,Zdravotní články od registrovaných lékařů | Česko,49,"Zdravotní články pro Česko od registrovaných lékařů. Praktické informace, zdroje a jasné upozornění, kdy je potřeba osobní péče.",128,,450,True,,,2,,45,162,,,,,
https://www.myglobalhealth.online/czechia/cs/book,200,ok,Objednat online konzultaci | Global Health Česko,48,"Objednejte online konzultaci v Česku. Vyberte službu, lékaře a dostupný termín a poté bezpečně doplňte údaje pacienta.",118,,586,True,,,2,,53,158,,,,,
https://www.myglobalhealth.online/czechia/cs/careers,200,ok,Kariéra v Global Health Česko,29,"Připojte se ke Global Health v Česku. Spolupracujeme s registrovanými lékaři, klinickou podporou a technologickými týmy v Evropě a Brazílii.",140,,285,True,,,2,,41,156,,,,,
https://www.myglobalhealth.online/czechia/cs/contact,200,ok,Kontakt | Global Health Česko,29,Kontaktujte Global Health Česko telefonicky na +420 608 353 716 nebo e-mailem na info@myglobalhealth.online. Provozní údaje a sídlo najdete na stránce.,151,,434,True,,,2,,39,159,,,,,
https://www.myglobalhealth.online/czechia/cs/doctors,200,ok,Online lékaři v Česku | Ověřené profily · Global Health,55,"Prohlédněte si profily lékařů registrovaných v Česku. Ověřte registraci, jazyky a aktuální možnost online rezervace.",116,,1082,True,,,2,,47,207,,,,,
https://www.myglobalhealth.online/czechia/cs/doctors/dr-ahmed-maklad,200,ok,MUDr. Ahmed Maklad | Praktický lékař online v Česku · Czechia,61,"Profil MUDr. Ahmeda Maklada, praktického lékaře registrovaného u ČLK č. 1176686198. Ověřte jazyky, kvalifikaci a aktuální dostupnost konzultací.",144,,1677,True,,,2,,53,206,,,,,
https://www.myglobalhealth.online/czechia/cs/doctors/dr-gabriele-felici,200,ok,Dr Gabriele Felici — Doctor · Global Health,43,Dr Gabriele Felici is a Doctor registered in Czechia. Book an online consultation with Global Health.,101,,359,False,,,2,,39,182,,,,,
https://www.myglobalhealth.online/czechia/cs/doctors/dr-michael-nytra,200,ok,Dr Michael Nytra — Doctor · Global Health,41,Dr Michael Nytra is a Doctor registered in Czechia. Book an online consultation with Global Health.,99,,355,False,,,2,,39,180,,,,,
https://www.myglobalhealth.online/czechia/cs/doctors/khoiamul-islam,200,ok,MUDr. Khoiamul Islam | Praktický lékař online v Česku · Czechia,63,"Profil MUDr. Khoiamula Islama, praktického lékaře registrovaného u ČLK č. 1178781199. Ověřte jazyky a aktuální dostupnost online konzultací.",140,,1507,True,,,2,,52,203,,,,,
https://www.myglobalhealth.online/czechia/cs/doctors/mudr-nataliya-kharlamova,200,ok,MUDr Nataliya Kharlamova — Doctor · Global Health,49,MUDr Nataliya Kharlamova is a Doctor registered in Czechia. Book an online consultation with Global Health.,107,,357,False,,,2,,39,178,,,,,
https://www.myglobalhealth.online/czechia/cs/doctors/mudr-romana-pavlu,200,ok,MUDr. Romana Pavlů | Praktická lékařka online v Česku,53,"Profil MUDr. Romany Pavlů, praktické lékařky registrované u ČLK č. 5163514190. Ověřte jazyky, kvalifikaci a aktuální dostupnost konzultací.",139,,1908,True,,,2,,53,241,,,,,
https://www.myglobalhealth.online/czechia/cs/doctors/mudr-vojtech-cerny,200,ok,MUDr. Vojtěch Černý | Praktický lékař online v Česku,52,"Profil MUDr. Vojtěcha Černého, praktického lékaře registrovaného u ČLK č. 1172330197. Ověřte jazyky, kvalifikaci a aktuální dostupnost konzultací.",146,,1095,True,,,2,,39,267,,,,,
https://www.myglobalhealth.online/czechia/cs/doctors/mudr-yasmin-holz,200,ok,MUDr. Yasmin Holz | Praktická lékařka online v Česku,52,"Profil MUDr. Yasmin Holz, praktické lékařky registrované u ČLK č. 5178823192. Ověřte jazyky, kvalifikaci a aktuální dostupnost konzultací.",138,,1504,True,,,2,,53,238,,,,,
https://www.myglobalhealth.online/czechia/cs/faq,200,ok,Časté otázky | Global Health Česko,34,"Odpovědi na časté otázky o rezervaci, platbě, videokonzultaci, soukromí a situacích, kdy online péče není vhodná.",113,,528,True,,,2,,39,155,,,,,
https://www.myglobalhealth.online/czechia/cs/gp-consultation-online,200,ok,Praktický lékař online | Konzultace v Česku · Global Health,59,"Online konzultace s praktickým lékařem. Lékař posoudí potíže a další postup; recepty, dokumenty a doporučení nejsou automatické.",128,,1376,True,,,2,,58,176,,,,,
https://www.myglobalhealth.online/czechia/cs/legal,200,ok,Právní informace | Global Health Česko,38,"Právní dokumenty, údaje o provozovateli a regulační informace pro služby Global Health v Česku. Vyberte příslušný dokument.",123,,356,True,,,2,,44,156,,,,,
https://www.myglobalhealth.online/czechia/cs/legal/medical-disclaimer,200,ok,Zdravotní prohlášení | Global Health Česko,42,"Zdravotní prohlášení k online péči Global Health v Česku, včetně omezení služby a pokynů pro naléhavé zdravotní situace.",120,,2093,True,,,2,,39,177,,,,,
https://www.myglobalhealth.online/czechia/cs/press,200,ok,Pro média | Global Health Česko,31,"Informace pro média o Global Health v Česku: provozovatel, regulace, působnost a kontakt na tiskové oddělení pro ověření údajů.",127,,418,True,,,2,,41,154,,,,,
https://www.myglobalhealth.online/czechia/cs/pricing,200,ok,Měsíční plány online péče | Global Health Česko,47,"Porovnejte měsíční plány online péče v Česku, kredity na konzultace a další výhody. Aktuální ceny a podmínky jsou uvedeny u každého plánu.",138,,508,True,,,2,,42,162,,,,,
https://www.myglobalhealth.online/czechia/cs/tools/adhd-test,200,ok,ADHD test pro dospělé zdarma | Screening · Global Health,56,Vyplňte šest otázek screeningového testu ADHD pro dospělé. Výsledek není diagnóza; tu stanoví psychiatr nebo klinický psycholog.,128,,1524,True,,,2,,40,172,,,,,
https://www.myglobalhealth.online/czechia/cs/tools/blood-pressure-chart,200,ok,Krevní tlak: kalkulačka a tabulka hodnot · Global Health,56,"Zkontrolujte orientační kategorii krevního tlaku, správný postup měření a situace, kdy je vhodná konzultace nebo akutní pomoc.",126,,1413,True,,,2,,40,467,,,,,
https://www.myglobalhealth.online/czechia/cs/tools/bmi-calculator,200,ok,BMI kalkulačka | Výpočet BMI online · Global Health,51,Spočítejte si BMI z výšky a hmotnosti. Výsledek používá orientační kategorie pro dospělé a nenahrazuje individuální zdravotní posouzení.,136,,1277,True,,,2,,40,178,,,,,
https://www.myglobalhealth.online/czechia/cs/tools/calorie-calculator,200,ok,Kalkulačka kalorií | Denní kalorický příjem · Global Health,59,"Odhadněte denní kalorický příjem pro udržení, hubnutí nebo nabírání podle rovnice Mifflin-St Jeor. Výsledek je orientační.",122,,1401,True,,,2,,40,171,,,,,
https://www.myglobalhealth.online/czechia/cs/tools/due-date-calculator,200,ok,Těhotenská kalkulačka | Termín porodu a týdny,45,Odhadněte termín porodu a týden těhotenství podle prvního dne poslední menstruace a délky cyklu. Výsledek je orientační.,120,,1308,True,,,2,,40,219,,,,,
https://www.myglobalhealth.online/czechia/cs/tools/osteoporosis-risk-checker,200,ok,Riziko osteoporózy | Orientační kontrola · Global Health,56,"Projděte orientační rizikové faktory osteoporózy a zjistěte, kdy může být vhodné odborné posouzení. Nejde o FRAX ani diagnózu.",126,,1724,True,,,2,,40,302,,,,,
https://www.myglobalhealth.online/czechia/cs/tools/ovulation-calculator,200,ok,Ovulační kalkulačka | Plodné dny a ovulace · Global Health,58,Odhadněte den ovulace a plodné dny podle prvního dne poslední menstruace a délky cyklu. Výsledek je orientační.,111,,1422,True,,,2,,40,172,,,,,
https://www.myglobalhealth.online/czechia/cs/tools/sore-throat-checker,200,ok,Bolest v Krku Česko | Kontrola Angíny a Streptokoka,51,"Odpovězte na pět otázek o bolesti v krku a zjistěte, jak pravděpodobná je bakteriální příčina, podle McIsaacova skóre, které používají lékaři. Včetně varovných příznaků vyžadujících neodkladnou péči. Nejde o diagnózu ani o test na streptokoka.",243,,1738,True,,,2,,39,166,,,,,
https://www.myglobalhealth.online/czechia/de,200,ok,Online-Arzt Tschechien | Registrierte Hausärzte & Fachärzte,59,"Sprechen Sie noch heute per Videoanruf mit einem registrierten Arzt — Hausarzttermine, Atteste, Facharztüberweisungen. Termine am selben Tag, Tschechien.",153,,1903,True,,,1,,62,191,,,,,
https://www.myglobalhealth.online/czechia/en,200,ok,Online Doctor in the Czech Republic | Registered Doctors,56,Consult doctors registered in the Czech Republic by video. Choose a service and a live appointment; prescriptions and documents depend on clinical assessment.,158,,1953,True,,,1,,62,164,,,,,
https://www.myglobalhealth.online/czechia/en/book,200,ok,Book your consultation — Czechia · Global Health,48,"Czechia medical clinic. Choose a service, clinician, time, and patient details.",79,,591,True,,,2,,53,162,,,,,
https://www.myglobalhealth.online/czechia/en/contact,200,ok,Contact Global Health Czechia | Online Doctor Prague,52,"Contact Global Health Czechia: +420 608 353 716, info@myglobalhealth.online. Online consultations in Czech and English, registered office in Prague 1.",150,,471,True,,,2,,39,185,,,,,
https://www.myglobalhealth.online/czechia/en/doctors,200,ok,Doctors who actually pick up. — Czechia · Global Health,55,"Every clinician below is licensed in Czechia, vetted for online care, and reviewed by patients after each consultation.",119,,1141,True,,,2,,47,206,,,,,
https://www.myglobalhealth.online/czechia/en/doctors/mudr-vojtech-cerny,200,ok,MUDr. Vojtěch Černý — GP | ČLK 1172330197 | Global Health Czech Republic,72,Book a video consultation with MUDr. Vojtěch Černý — ČLK-registered GP in Czech Republic (ČLK 1172330197). Charles University Prague · PhD candidate · MBA · Emergency medicine background. Same-day appointments.,210,,1223,True,,,2,,39,219,,,,,
https://www.myglobalhealth.online/czechia/en/pricing,200,ok,Choose your monthly plan · Czechia · Global Health,50,"Monthly online GP care with consultation credits, specialist savings and wellness rewards, priced for Czechia.",110,,486,True,,,2,,42,149,,,,,
https://www.myglobalhealth.online/czechia/es,200,ok,Médico Online Chequia | Médicos y Especialistas Colegiados,58,"Consulte hoy con un médico colegiado por videollamada — consultas de medicina general, certificados médicos, derivaciones a especialistas. Citas el mismo día en Chequia.",169,,2167,True,,,1,,62,200,,,,,
https://www.myglobalhealth.online/czechia/pt,200,ok,Médico Online Chéquia | Clínicos e Especialistas Registados,59,"Consulte hoje um médico registado por videochamada — consultas de clínica geral, atestados médicos, referenciações para especialistas. Consultas no mesmo dia em Chéquia.",169,,2163,True,,,1,,62,390,,,,,
https://www.myglobalhealth.online/czechia/ro,200,ok,Medic Online Cehia | Medici și Specialiști Înregistrați,55,"Vorbiți azi cu un medic înregistrat prin apel video — consultații de medicină de familie, adeverințe medicale, trimiteri către specialiști. Programări în aceeași zi, Cehia.",172,,2113,True,,,1,,62,185,,,,,
https://www.myglobalhealth.online/forgot-password,200,ok,Forgot Password · Global Health,31,Request a password reset for your Global Health account.,56,,60,False,,,,,2,154,,,,,
https://www.myglobalhealth.online/ireland/cs,200,ok,Online lékař Irsko | Tentýž den | Global Health,47,"Promluvte si dnes s registrovaným lékařem v Irsku přes videohovor: praktický lékař, potvrzení a odeslání ke specialistovi. Termíny tentýž den.",142,,3104,True,,,1,,86,247,,,,,
https://www.myglobalhealth.online/ireland/cs/about,200,ok,O naší online klinice v Irsku | Global Health,45,"Poznejte Global Health Irsko, online kliniku s bezpečnými videokonzultacemi, místně registrovanými lékaři a přehlednými možnostmi objednání.",140,,561,True,,,,,41,162,,,,,
https://www.myglobalhealth.online/ireland/cs/blog,200,ok,Zdravotní příručky od registrovaných lékařů – Irsko,51,"Zdravotní příručky založené na důkazech pro Irsko, které napsal a zkontroloval náš lékařský tým.",96,,541,True,,,,,50,158,,,,,
https://www.myglobalhealth.online/ireland/cs/blog/illness-benefit-irsko-jak-zazadat,200,ok,Illness Benefit v Irsku: jak zažádat (2026) · Global Health,59,"Žádost o Illness Benefit v Irsku: formulář IB1, Certificate of Incapacity for Work, kdo jej smí vystavit a v čem se liší od nemocenské od zaměstnavatele.",153,,1964,True,,,,,48,185,,,,,
https://www.myglobalhealth.online/ireland/cs/blog/illness-benefit-irsko-vyse-davky-dane-termin,200,ok,Illness Benefit v Irsku: sazby a výplata 2026,45,"Zjistěte sazby Illness Benefit v Irsku pro rok 2026, kdy začíná výplata, jak se dávka daní a jak ji ovlivňuje nemocenská od zaměstnavatele.",139,,1243,True,,,,,46,168,,,,,
https://www.myglobalhealth.online/ireland/cs/blog/jak-ziskat-online-potvrzeni-o-pracovni-neschopnosti-v-irsku,200,ok,Online neschopenka v Irsku: co potřebujete vědět,48,"Zjistěte, jak funguje online potvrzení o pracovní neschopnosti v Irsku, co může požadovat zaměstnavatel a kdy je nutné osobní vyšetření.",136,,1249,True,,,,,50,179,,,,,
https://www.myglobalhealth.online/ireland/cs/blog/online-prakticky-lekar-nebo-osobni-navsteva-pruvodce-telemedicinou-a-akutni-peci,200,ok,"Online praktický lékař, nebo osobní návštěva? Kdy zvolit kterou péči (2026)",75,"Průvodce volbou mezi telemedicínou, osobním vyšetřením a akutní péčí v Irsku podle doporučení HSE, NHS a WHO.",109,,2028,True,,,,,47,182,,,,,
https://www.myglobalhealth.online/ireland/cs/blog/vysetreni-adhd-u-dospelych-v-irsku-verejna-cesta-soukroma-cesta-a-co-se-skutecne,200,ok,Vyšetření ADHD u dospělých v Irsku: cesty a cena,48,"Veřejná cesta přes HSE, ceny soukromého vyšetření, kdo může v Irsku diagnostikovat ADHD a co obnáší vyšetření dospělých podle standardu NICE.",141,,1778,True,,,,,53,225,,,,,
https://www.myglobalhealth.online/ireland/cs/book,200,ok,Objednejte si konzultaci — Irsko · Global Health,48,"Irsko lékařská klinika. Vyberte si službu, lékaře, čas a údaje pacienta.",72,,932,True,,,,,63,167,,,,,
https://www.myglobalhealth.online/ireland/cs/careers,200,ok,Kariéra v Global Health Irsko,29,"Připojte se ke Global Health v Irsko. Spolupracujeme s registrovanými lékaři, klinickou podporou a technologickými týmy po celé Evropě a v Brazílii. Zjistěte, jak se ucházet o práci.",182,,309,True,,,,,49,160,,,,,
https://www.myglobalhealth.online/ireland/cs/contact,200,ok,Kontakt na náš tým v Irsku | Global Health,42,"Kontaktujte Global Health Irsko kvůli objednání, platbě nebo účtu telefonicky či e-mailem. Dublinská adresa je sídlo, nikoli ordinace.",134,,425,True,,,,,41,157,,,,,
https://www.myglobalhealth.online/ireland/cs/doctors,200,ok,Online lékaři Irsko | Praktičtí lékaři a specialisté u IMC,58,"Prohlédněte si lékaře a kliniky registrované u IMC v Irsku. Zobrazte specializace, registrační údaje, jazyky a možnosti online objednání.",137,,1115,True,,,,,63,394,,,,,
