inspected_at,url,verdict,coverage_state,indexing_state,robots_txt_state,page_fetch_state,last_crawl_time,crawled_as,google_canonical,user_canonical,canonical_match,mobile_usability_verdict,rich_results_verdict,rich_results_types,sitemap_listed,referring_urls_count,error
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/pt/blog/autodeclaracao-de-doenca-ou-baixa-medica,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-17T13:39:52Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/blog/autodeclaracao-de-doenca-ou-baixa-medica,,unknown,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,4,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/cs/blog/autodeklarace-nemoci-portugalsko,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-11T19:01:35Z,MOBILE,https://www.myglobalhealth.online/portugal/cs/blog/autodeklarace-nemoci-portugalsko,https://www.myglobalhealth.online/portugal/cs/blog/autodeklarace-nemoci-portugalsko,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/de/blog/krankmeldung-selbsterklaerung-portugal,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-10T17:40:03Z,MOBILE,https://www.myglobalhealth.online/portugal/de/blog/krankmeldung-selbsterklaerung-portugal,https://www.myglobalhealth.online/portugal/de/blog/krankmeldung-selbsterklaerung-portugal,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/en/blog/self-certification-sick-leave-portugal,NEUTRAL,"Duplicate, Google chose different canonical than user",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-18T14:33:25Z,MOBILE,https://www.myglobalhealth.online/portugal/en/blog/autodeclaracao-de-doenca-ou-baixa-medica,https://www.myglobalhealth.online/portugal/en/blog/self-certification-sick-leave-portugal,no,VERDICT_UNSPECIFIED,,,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/es/blog/autodeclaracion-enfermedad-portugal,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-18T18:02:53Z,MOBILE,https://www.myglobalhealth.online/portugal/es/blog/autodeclaracion-enfermedad-portugal,,unknown,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/ro/blog/autodeclaratie-de-boala-portugalia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-21T19:41:41Z,MOBILE,https://www.myglobalhealth.online/portugal/ro/blog/autodeclaratie-de-boala-portugalia,https://www.myglobalhealth.online/portugal/ro/blog/autodeclaratie-de-boala-portugalia,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,0,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/pt/blog/consulta-do-viajante-quando-marcar,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-07T18:21:01Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/blog/consulta-do-viajante-quando-marcar,https://www.myglobalhealth.online/portugal/pt/blog/consulta-do-viajante-quando-marcar,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,4,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/cs/blog/cestovni-medicina-portugalsko,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-10T22:48:43Z,MOBILE,https://www.myglobalhealth.online/portugal/cs/blog/cestovni-medicina-portugalsko,https://www.myglobalhealth.online/portugal/cs/blog/cestovni-medicina-portugalsko,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/de/blog/reisemedizinische-beratung-portugal,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-08T12:40:12Z,MOBILE,https://www.myglobalhealth.online/portugal/de/blog/reisemedizinische-beratung-portugal,https://www.myglobalhealth.online/portugal/de/blog/reisemedizinische-beratung-portugal,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/en/blog/travel-health-consultation-portugal,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-08T23:05:25Z,MOBILE,https://www.myglobalhealth.online/portugal/en/blog/travel-health-consultation-portugal,https://www.myglobalhealth.online/portugal/en/blog/travel-health-consultation-portugal,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/es/blog/consulta-del-viajero-portugal,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-19T01:07:57Z,MOBILE,https://www.myglobalhealth.online/portugal/es/blog/consulta-del-viajero-portugal,https://www.myglobalhealth.online/portugal/es/blog/consulta-del-viajero-portugal,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/ro/blog/consultatia-calatorului-portugalia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-11T14:06:11Z,MOBILE,https://www.myglobalhealth.online/portugal/ro/blog/consultatia-calatorului-portugalia,,unknown,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/pt/blog/compreendendo-a-hipercolesterolemia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-28T11:38:41Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/blog/compreendendo-a-hipercolesterolemia,https://www.myglobalhealth.online/portugal/pt/blog/compreendendo-a-hipercolesterolemia,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/cs/blog/vysoky-cholesterol-co-je-hypercholesterolemie,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,unknown,VERDICT_UNSPECIFIED,,,no,0,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/de/blog/hypercholesterinamie-verstehen,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/en/blog/understanding-hypercholesterolemia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T18:32:22Z,MOBILE,https://www.myglobalhealth.online/portugal/en/blog/understanding-hypercholesterolemia,https://www.myglobalhealth.online/portugal/en/blog/understanding-hypercholesterolemia,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/es/blog/comprendiendo-la-hipercolesterolemia,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/ro/blog/intelegerea-hipercolesterolemiei,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,0,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/pt/blog/diabetes-a-doenca-silenciosa,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-30T12:56:35Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/blog/diabetes-a-doenca-silenciosa,https://www.myglobalhealth.online/portugal/pt/blog/diabetes-a-doenca-silenciosa,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/cs/blog/diabetes-ticha-nemoc-2,NEUTRAL,Crawled - currently not indexed,INDEXING_STATE_UNSPECIFIED,ALLOWED,SUCCESSFUL,2026-09-14T17:12:13Z,MOBILE,,,unknown,VERDICT_UNSPECIFIED,,,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/de/blog/diabetes-die-stille-krankheit-4,NEUTRAL,URL is unknown to Google,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,unknown,VERDICT_UNSPECIFIED,,,no,0,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/en/blog/diabetes-the-silent-disease-2,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T21:30:06Z,MOBILE,https://www.myglobalhealth.online/portugal/en/blog/diabetes-the-silent-disease-2,https://www.myglobalhealth.online/portugal/en/blog/diabetes-the-silent-disease-2,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/es/blog/diabetes-la-enfermedad-silenciosa,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-29T21:22:22Z,MOBILE,https://www.myglobalhealth.online/portugal/es/blog/diabetes-la-enfermedad-silenciosa,https://www.myglobalhealth.online/portugal/es/blog/diabetes-la-enfermedad-silenciosa,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/ro/blog/diabetul-boala-tacuta-2,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-26T00:17:53Z,MOBILE,https://www.myglobalhealth.online/portugal/ro/blog/diabetul-boala-tacuta-2,https://www.myglobalhealth.online/portugal/ro/blog/diabetul-boala-tacuta-2,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/en/blog/hand-foot-and-mouth-disease-signs-and-treatment,NEUTRAL,"Duplicate, Google chose different canonical than user",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-27T15:33:18Z,MOBILE,https://www.myglobalhealth.online/ireland/en/blog/hand-foot-and-mouth-disease-signs-and-treatment,https://www.myglobalhealth.online/portugal/en/blog/hand-foot-and-mouth-disease-signs-and-treatment,no,VERDICT_UNSPECIFIED,,,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/cs/blog/nemoc-rukou-nohou-a-ust-priznaky-a-lecba,NEUTRAL,"Duplicate, Google chose different canonical than user",INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T21:33:23Z,MOBILE,https://www.myglobalhealth.online/ireland/cs/blog/nemoc-rukou-nohou-a-ust-priznaky-a-lecba,https://www.myglobalhealth.online/portugal/cs/blog/nemoc-rukou-nohou-a-ust-priznaky-a-lecba,no,VERDICT_UNSPECIFIED,,,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/de/blog/hand-fuss-mund-krankheit-anzeichen-und-behandlung,NEUTRAL,Crawled - currently not indexed,INDEXING_STATE_UNSPECIFIED,ALLOWED,SUCCESSFUL,2026-09-14T17:04:50Z,MOBILE,,,unknown,VERDICT_UNSPECIFIED,,,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/es/blog/enfermedad-mano-pie-boca-signos-y-tratamiento,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-30T12:58:55Z,MOBILE,https://www.myglobalhealth.online/portugal/es/blog/enfermedad-mano-pie-boca-signos-y-tratamiento,https://www.myglobalhealth.online/portugal/es/blog/enfermedad-mano-pie-boca-signos-y-tratamiento,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/pt/blog/doenca-mao-pe-boca-sinais-e-tratamento,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-07T08:26:56Z,MOBILE,https://www.myglobalhealth.online/portugal/pt/blog/doenca-mao-pe-boca-sinais-e-tratamento,,unknown,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/portugal/ro/blog/boala-mana-gura-picior-semne-si-tratament,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-25T21:59:00Z,MOBILE,https://www.myglobalhealth.online/portugal/ro/blog/boala-mana-gura-picior-semne-si-tratament,https://www.myglobalhealth.online/portugal/ro/blog/boala-mana-gura-picior-semne-si-tratament,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/es/blog/como-bajar-la-tension-que-funciona-segun-la-evidencia,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T05:56:46Z,MOBILE,https://www.myglobalhealth.online/spain/es/blog/como-bajar-la-tension-que-funciona-segun-la-evidencia,https://www.myglobalhealth.online/spain/es/blog/como-bajar-la-tension-que-funciona-segun-la-evidencia,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/cs/blog/jak-snizit-krevni-tlak-co-funguje-podle-smernic-a-co-jen-vypada-ze-funguje,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T12:25:04Z,MOBILE,https://www.myglobalhealth.online/spain/cs/blog/jak-snizit-krevni-tlak-co-funguje-podle-smernic-a-co-jen-vypada-ze-funguje,https://www.myglobalhealth.online/spain/cs/blog/jak-snizit-krevni-tlak-co-funguje-podle-smernic-a-co-jen-vypada-ze-funguje,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/de/blog/blutdruck-senken-was-laut-leitlinien-wirkt-und-was-nur-so-wirkt,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T11:18:08Z,MOBILE,https://www.myglobalhealth.online/spain/de/blog/blutdruck-senken-was-laut-leitlinien-wirkt-und-was-nur-so-wirkt,https://www.myglobalhealth.online/spain/de/blog/blutdruck-senken-was-laut-leitlinien-wirkt-und-was-nur-so-wirkt,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/en/blog/how-to-lower-blood-pressure-what-works-according-to-the-guidelines-and-what-only,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T07:13:21Z,MOBILE,https://www.myglobalhealth.online/spain/en/blog/how-to-lower-blood-pressure-what-works-according-to-the-guidelines-and-what-only,https://www.myglobalhealth.online/spain/en/blog/how-to-lower-blood-pressure-what-works-according-to-the-guidelines-and-what-only,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/pt/blog/como-baixar-a-tensao-o-que-funciona-segundo-as-diretrizes-e-o-que-so-parece-func,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T07:27:18Z,MOBILE,https://www.myglobalhealth.online/spain/pt/blog/como-baixar-a-tensao-o-que-funciona-segundo-as-diretrizes-e-o-que-so-parece-func,https://www.myglobalhealth.online/spain/pt/blog/como-baixar-a-tensao-o-que-funciona-segundo-as-diretrizes-e-o-que-so-parece-func,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/ro/blog/cum-se-scade-tensiunea-ce-functioneaza-conform-ghidurilor-si-ce-doar-pare-sa-fun,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T05:56:56Z,MOBILE,https://www.myglobalhealth.online/spain/ro/blog/cum-se-scade-tensiunea-ce-functioneaza-conform-ghidurilor-si-ce-doar-pare-sa-fun,https://www.myglobalhealth.online/spain/ro/blog/cum-se-scade-tensiunea-ce-functioneaza-conform-ghidurilor-si-ce-doar-pare-sa-fun,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/es/blog/tension-alta-sintomas-cuando-urgencias,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T05:56:27Z,MOBILE,https://www.myglobalhealth.online/spain/es/blog/tension-alta-sintomas-cuando-urgencias,https://www.myglobalhealth.online/spain/es/blog/tension-alta-sintomas-cuando-urgencias,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/cs/blog/vysoky-krevni-tlak-priznaky-pohotovost-spanelsko,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/de/blog/hoher-blutdruck-symptome-notruf-spanien,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/en/blog/high-blood-pressure-symptoms-emergency-spain,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/pt/blog/tensao-alta-sintomas-quando-ir-urgencias-espanha,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-30T01:07:23Z,MOBILE,https://www.myglobalhealth.online/spain/pt/blog/tensao-alta-sintomas-quando-ir-urgencias-espanha,https://www.myglobalhealth.online/spain/pt/blog/tensao-alta-sintomas-quando-ir-urgencias-espanha,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/ro/blog/tensiune-mare-simptome-urgente-spania,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-30T11:24:29Z,MOBILE,https://www.myglobalhealth.online/spain/ro/blog/tensiune-mare-simptome-urgente-spania,https://www.myglobalhealth.online/spain/ro/blog/tensiune-mare-simptome-urgente-spania,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,1,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/es/blog/tension-arterial-normal-tabla-edad-sexo,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-09-08T07:58:14Z,MOBILE,https://www.myglobalhealth.online/spain/es/blog/tension-arterial-normal-tabla-edad-sexo,https://www.myglobalhealth.online/spain/es/blog/tension-arterial-normal-tabla-edad-sexo,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,4,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/cs/blog/normalni-krevni-tlak-prehled-podle-veku-a-pohlavi-bez-mytu,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,4,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/de/blog/normaler-blutdruck-tabelle-nach-alter-und-geschlecht-ohne-mythen,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-28T21:59:30Z,MOBILE,https://www.myglobalhealth.online/spain/de/blog/normaler-blutdruck-tabelle-nach-alter-und-geschlecht-ohne-mythen,https://www.myglobalhealth.online/spain/de/blog/normaler-blutdruck-tabelle-nach-alter-und-geschlecht-ohne-mythen,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/en/blog/normal-blood-pressure-a-useful-table-by-age-and-sex-without-the-myths,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-27T00:15:13Z,MOBILE,https://www.myglobalhealth.online/spain/en/blog/normal-blood-pressure-a-useful-table-by-age-and-sex-without-the-myths,https://www.myglobalhealth.online/spain/en/blog/normal-blood-pressure-a-useful-table-by-age-and-sex-without-the-myths,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,yes,2,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/pt/blog/tensao-arterial-normal-tabela-util-por-idade-e-sexo-sem-mitos,NEUTRAL,Discovered - currently not indexed,INDEXING_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,CRAWLING_USER_AGENT_UNSPECIFIED,,,unknown,VERDICT_UNSPECIFIED,,,yes,3,
2026-09-15T05:22:30Z,https://www.myglobalhealth.online/spain/ro/blog/tensiunea-arteriala-normala-tabel-util-dupa-varsta-si-sex-fara-mituri,PASS,Submitted and indexed,INDEXING_ALLOWED,ALLOWED,SUCCESSFUL,2026-08-26T00:04:34Z,MOBILE,https://www.myglobalhealth.online/spain/ro/blog/tensiunea-arteriala-normala-tabel-util-dupa-varsta-si-sex-fara-mituri,https://www.myglobalhealth.online/spain/ro/blog/tensiunea-arteriala-normala-tabel-util-dupa-varsta-si-sex-fara-mituri,yes,VERDICT_UNSPECIFIED,PASS,Breadcrumbs,no,1,
