"url","http_status","expected_title","rendered_title","title_matches_runtime_suffix_policy","expected_description","rendered_description","description_exact","canonical","self_canonical","hreflang_pt_PT","indexable","html_lang_pt","json_ld_present","no_unreviewed_insurance_suffix","deployment_match","deployment_commit","verified_at_utc"
"https://www.myglobalhealth.online/portugal/pt/services/perda-de-peso","200","Consulta Médica para Perda de Peso | Portugal","Consulta Médica para Perda de Peso | Portugal","true","Avaliação dos fatores médicos e metabólicos ligados ao peso, com médicos registados na Ordem. Tratamentos dependem da indicação clínica.","Avaliação dos fatores médicos e metabólicos ligados ao peso, com médicos registados na Ordem. Tratamentos dependem da indicação clínica.","true","https://www.myglobalhealth.online/portugal/pt/services/perda-de-peso","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia","200","Consulta de Dermatologia Online | Avaliação Clínica","Consulta de Dermatologia Online | Avaliação Clínica","true","Avaliação por videochamada de erupção cutânea, eczema, acne e outros problemas de pele, com médicos registados na Ordem.","Avaliação por videochamada de erupção cutânea, eczema, acne e outros problemas de pele, com médicos registados na Ordem.","true","https://www.myglobalhealth.online/portugal/pt/services/consulta-dermatologia","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","200","Médico para Queda de Cabelo | Consulta Online","Médico para Queda de Cabelo | Consulta Online","true","Avaliação por videochamada da queda de cabelo ou rarefação capilar, com médicos registados na Ordem, incluindo causas e opções de tratamento.","Avaliação por videochamada da queda de cabelo ou rarefação capilar, com médicos registados na Ordem, incluindo causas e opções de tratamento.","true","https://www.myglobalhealth.online/portugal/pt/services/consulta-queda-de-cabelo","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/services/deixar-de-fumar","200","Consulta para Deixar de Fumar | Apoio Médico","Consulta para Deixar de Fumar | Apoio Médico · Global Health","true","Apoio médico para deixar de fumar, com avaliação, plano individual e opções terapêuticas baseadas em evidência, por videochamada segura.","Apoio médico para deixar de fumar, com avaliação, plano individual e opções terapêuticas baseadas em evidência, por videochamada segura.","true","https://www.myglobalhealth.online/portugal/pt/services/deixar-de-fumar","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/services/gestao-da-dor","200","Consulta de Gestão da Dor Online | Portugal","Consulta de Gestão da Dor Online | Portugal · Global Health","true","Avaliação por videochamada de dor nas costas, articulações, ciática ou lesões músculo-esqueléticas, com médicos registados na Ordem.","Avaliação por videochamada de dor nas costas, articulações, ciática ou lesões músculo-esqueléticas, com médicos registados na Ordem.","true","https://www.myglobalhealth.online/portugal/pt/services/gestao-da-dor","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/services/saude-da-mulher","200","Consulta de Saúde da Mulher Online | Portugal","Consulta de Saúde da Mulher Online | Portugal","true","Avaliação confidencial de saúde da mulher por videochamada: contraceção, saúde hormonal, menopausa e SOP, com médico registado na Ordem.","Avaliação confidencial de saúde da mulher por videochamada: contraceção, saúde hormonal, menopausa e SOP, com médico registado na Ordem.","true","https://www.myglobalhealth.online/portugal/pt/services/saude-da-mulher","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/services/saude-do-homem","200","Consulta de Saúde do Homem Online | Portugal","Consulta de Saúde do Homem Online | Portugal · Global Health","true","Avaliação confidencial da saúde do homem por videochamada: disfunção erétil, testosterona e libido, com médico registado.","Avaliação confidencial da saúde do homem por videochamada: disfunção erétil, testosterona e libido, com médico registado.","true","https://www.myglobalhealth.online/portugal/pt/services/saude-do-homem","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/services/segunda-opiniao-medica","200","Segunda Opinião Médica Online | Portugal","Segunda Opinião Médica Online | Portugal · Global Health","true","Segunda opinião independente sobre diagnóstico ou tratamento, por videochamada, com médicos registados na Ordem dos Médicos.","Segunda opinião independente sobre diagnóstico ou tratamento, por videochamada, com médicos registados na Ordem dos Médicos.","true","https://www.myglobalhealth.online/portugal/pt/services/segunda-opiniao-medica","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart","200","Tabela de Tensão Arterial: Valores | Portugal","Tabela de Tensão Arterial: Valores | Portugal","true","Compare a tensão sistólica e diastólica com a tabela europeia para adultos. Veja a categoria e as leituras que exigem cuidados médicos no próprio dia.","Compare a tensão sistólica e diastólica com a tabela europeia para adultos. Veja a categoria e as leituras que exigem cuidados médicos no próprio dia.","true","https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-martim-delgado","200","Dr. Martim Delgado — Medicina Geral e Familiar | OM 70349","Dr. Martim Delgado — Medicina Geral e Familiar | OM 70349","true","Dr. Martim Delgado, OM 70349: Universidade de Masaryk, Hospital de Santa Maria, MGF e telemedicina. Português, inglês, espanhol e checo.","Dr. Martim Delgado, OM 70349: Universidade de Masaryk, Hospital de Santa Maria, MGF e telemedicina. Português, inglês, espanhol e checo.","true","https://www.myglobalhealth.online/portugal/pt/doctors/dr-martim-delgado","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-telmo-coelho","200","Dr. Telmo Coelho — Psiquiatra | OM 48028","Dr. Telmo Coelho — Psiquiatra | OM 48028 · Global Health","true","Dr. Telmo Coelho, psiquiatra OM 48028: CH São João; Hospital das Forças Armadas; Psiquiatria Forense e Psicotraumatologia. Português e inglês.","Dr. Telmo Coelho, psiquiatra OM 48028: CH São João; Hospital das Forças Armadas; Psiquiatria Forense e Psicotraumatologia. Português e inglês.","true","https://www.myglobalhealth.online/portugal/pt/doctors/dr-telmo-coelho","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-tiago-miguel-figueira","200","Dr. Tiago Figueira — Médico de Clínica Geral | OM 77986","Dr. Tiago Figueira — Médico de Clínica Geral | OM 77986 · Portugal","true","Dr. Tiago Figueira, OM 77986: MUDr. pela Universidade de Masaryk, experiência em Cirurgia Geral na Irlanda e Diretor Clínico da Global Health.","Dr. Tiago Figueira, OM 77986: MUDr. pela Universidade de Masaryk, experiência em Cirurgia Geral na Irlanda e Diretor Clínico da Global Health.","true","https://www.myglobalhealth.online/portugal/pt/doctors/dr-tiago-miguel-figueira","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-vitor-hugo-de-matos-pais","200","Dr. Vítor Pais — Medicina Geral e Familiar | OM 64505","Dr. Vítor Pais — Medicina Geral e Familiar | OM 64505","true","Dr. Vítor Pais, médico de MGF, OM 64505: ULS Cova da Beira, Guarda e Castelo Branco; Medicina Preventiva e Tabagismo. Português e inglês.","Dr. Vítor Pais, médico de MGF, OM 64505: ULS Cova da Beira, Guarda e Castelo Branco; Medicina Preventiva e Tabagismo. Português e inglês.","true","https://www.myglobalhealth.online/portugal/pt/doctors/dr-vitor-hugo-de-matos-pais","true","true","true","true","true","true","true","e165ab094989de15d35be2111b1262ae44588b36","2026-09-01T21:39:48.385Z"
