path,in_applied_dir,size_bytes,last_commit_date,referenced_from_runtime,one_line_purpose
backend/scripts/import-spain-service-links.ts,no,3990,2026-07-10 05:49:39 +0500,no," Seed the Spain internal-link callout map (ServiceLink rows) from the ""Documento de Enlazado Interno — España"" spec (hub→spoke, clinical clusters, second-opinion cluster, and GP↔specialist bidirection"
backend/scripts/patch-brazil-diabetes-links.mjs,no,6921,2026-09-15 06:57:58 +0500,no,"Brazil SEO handoff R6: exact, reversible href-only fix for the diabetes article. Its PT body and EN/ES translations link to retired /br/* paths (all 404). snapshot <new.json>            read-only (DAT"
backend/scripts/patch-brazil-test-request-title.ts,no,2898,2026-08-09 06:17:26 +0500,no," GSC CTR audit (2026-08-09 on-page SEO batch, continued): /brazil/en/services/ solicitacao-exames-online ranks position ~2.8 (top of page 1) for 81 impressions over 90 days but has 0 clicks — the larg"
backend/scripts/patch-czechia-career-locales.ts,no,11780,2026-09-01 02:46:56 +0500,no,eslint-disable no-console */  Normalize the existing Czech job description and add its five missing translations. Dry-run by default. 
backend/scripts/patch-czechia-page-content-seo-drafts.ts,no,14365,2026-09-02 21:43:38 +0500,no, Dry-run or apply the review-gated Czechia PageContent SEO drafts.  Dry run: node --env-file=.env --import tsx scripts/patch-czechia-page-content-seo-drafts.ts --only=home-cs
backend/scripts/patch-czechia-profile-blog-tool-seo-drafts.ts,no,20071,2026-09-02 21:43:38 +0500,no," Preview one Czech doctor-profile, diabetes-blog or tool metadata draft. Doctor metadata and blog apply are possible only after the relevant approval is recorded in the clinical register: "
backend/scripts/patch-czechia-seo-service-drafts.ts,no,23377,2026-09-02 05:01:59 +0500,no," Review-gated Czech SEO copy for eligible existing service variants.  Dry run, one exact asset at a time: node --env-file=.env --import tsx scripts/patch-czechia-seo-service-drafts.ts --only=neschopen"
backend/scripts/patch-ireland-consultation-hub-copy.ts,no,6891,2026-08-25 22:15:02 +0500,no," Preview or apply the complete, OpenSEO-informed English copy for Ireland's canonical GP and specialist consultation hubs.  node --import tsx scripts/patch-ireland-consultation-hub-copy.ts"
backend/scripts/patch-ireland-general-service-keywords.ts,no,8458,2026-08-26 01:10:53 +0500,no, Preview or apply the evidence-backed Ireland GENERAL service SEO updates.  node --import tsx scripts/patch-ireland-general-service-keywords.ts node --import tsx scripts/patch-ireland-general-service-
backend/scripts/patch-ireland-gp-content.ts,no,14040,2026-07-30 05:24:11 +0500,no, Patch Ireland GP-consultation page content per the July 2026 SEO Content Changes Brief (GlobalHealth_IrelandGP_ContentBrief.docx).  node --import tsx scripts/patch-ireland-gp-content.ts            # 
backend/scripts/patch-ireland-home-content.ts,no,8318,2026-07-14 10:01:01 +0500,no, Patch Ireland CLINIC HOME page content per the July 2026 SEO Content Changes Brief v2 (GlobalHealth_IrelandPage_ContentBrief_v2.docx).  node --import tsx scripts/patch-ireland-home-content.ts        
backend/scripts/patch-ireland-legal-hq-dpo.ts,no,5296,2026-07-30 05:24:11 +0500,no," Patch Ireland's CountryLegalProfile (/ireland/*\/legal) per the July 2026 SEO audit trust-signal findings (docs/audits/seo/site-audit-2026-07/):  1. ""Legal-entity / address discrepancy"" — the page's "
backend/scripts/patch-ireland-profile-specialist-faqs.ts,no,7881,2026-08-26 15:49:43 +0500,no, Preview or apply reviewed Ireland doctor-profile and specialist-service FAQs.  node --env-file=.env --import tsx scripts/patch-ireland-profile-specialist-faqs.ts node --env-file=.env --import tsx scr
backend/scripts/patch-ireland-profile-specialist-keywords.ts,no,12804,2026-08-26 14:03:32 +0500,no, Preview or apply the reviewed Ireland doctor-profile and specialist-page SEO metadata batch.  node --env-file=.env --import tsx scripts/patch-ireland-profile-specialist-keywords.ts
backend/scripts/patch-ireland-specialist-content.ts,no,14610,2026-07-30 05:24:11 +0500,no, Patch Ireland specialist-consultation page content per the July 2026 SEO Content Changes Brief (GlobalHealth_IrelandSpecialists_ContentBrief.docx).  node --import tsx scripts/patch-ireland-specialist
backend/scripts/patch-portugal-doctors-content.ts,no,8157,2026-07-30 05:26:14 +0500,no," Patch Portugal /portugal/pt/doctors (DOCTORS_INDEX) page content per the July 2026 ""Dr portugal seo.docx"" brief. Mirrors scripts/applied/patch-spain-doctors-content.ts / patch-romania-doctors-content"
backend/scripts/patch-portugal-doctors-datasheet.ts,no,11696,2026-07-30 05:26:14 +0500,no," Patch all Portugal doctor profiles from the July 2026 ""Dr portugal seo.docx"" per-doctor datasheet (scripts/data/portugal-doctors-datasheet.ts). Mirrors scripts/applied/patch-ireland-doctors-datasheet"
backend/scripts/patch-portugal-faq-safety.ts,no,12030,2026-09-01 23:29:10 +0500,no," Correct one deprecated Portugal crisis contact without touching profile, clinical, booking, price, or translation fields.  Dry run:"
backend/scripts/patch-portugal-home-hero-language.ts,no,1332,2026-09-01 01:43:11 +0500,no, Patch the verified English CTA on Portugal's published pt-PT HOME page.  node --env-file=.env --import tsx scripts/patch-portugal-home-hero-language.ts node --env-file=.env --import tsx scripts/patch
backend/scripts/patch-portugal-seo-metadata.ts,no,21780,2026-09-03 22:47:54 +0500,no, Review-gated Portugal SEO metadata patcher. One existing public record only.  Dry run: node --env-file=.env --import tsx scripts/patch-portugal-seo-metadata.ts --only=service:consulta-medica
backend/scripts/patch-romania-doctor-profiles.ts,no,33264,2026-07-16 03:40:41 +0500,no," Patch the 3 Romania doctor profiles (Brindus, Bica, Palaga) — title, bio, SEO, FAQ and credentials — per the July 2026 SEO Content Changes Brief + companion ""Dr Romania SEO"" doc. "
backend/scripts/patch-romania-doctors-content.ts,no,5963,2026-07-16 03:40:41 +0500,no, Patch Romania /romania/ro/doctors (DOCTORS_INDEX) page content per the July 2026 SEO Content Changes Brief.  node --import tsx scripts/patch-romania-doctors-content.ts            # dry-run
backend/scripts/patch-romania-weight-management-seo-title.ts,no,3399,2026-08-03 18:46:07 +0500,no," SEO fix (2026-08-03 audit, 2.8): `/romania/en/services/controlul-greutatii` (slug = ""weight control"") renders the title ""Men's Health Online | Romania | Confidential English Doctor"" — copy-pasted fro"
backend/scripts/prepare-brazil-seo.mjs,no,5395,2026-09-15 02:37:48 +0500,no,import fs from 'node:fs';
backend/scripts/prepare-romania-seo.mjs,no,14181,2026-09-13 04:05:20 +0500,no,Read-only planner. Publication is held on the ledger's clinical approval and mutation-boundary enforcement requirements. This file intentionally has no DB writer.
backend/scripts/prepare-spain-seo.mjs,no,18542,2026-09-14 19:26:57 +0500,no,import fs from 'node:fs';
backend/scripts/pt-invoicexpress-cleanup-drafts.ts,no,5340,2026-08-25 20:51:46 +0500,no," Clean up the orphan InvoiceExpress drafts left behind by the PT issuer bug (2026-07-17 → 2026-08-25).  While `createInvoiceReceipt` posted to the generic `/invoices.json`,"
backend/scripts/publish-portugal-snippet-trims.ts,no,2926,2026-09-04 00:11:36 +0500,no, Publishes the eleven clinically approved Portugal doctor snippet trims.  node --env-file=.env --import tsx scripts/publish-portugal-snippet-trims.ts          # dry run all 11 node --env-file=.env --i
backend/scripts/rehearse-brazil-seo.mjs,no,1994,2026-09-13 22:08:18 +0500,no,Database compatibility rehearsal. Never commits; no clinical approval is asserted.
backend/scripts/rehearse-spain-seo.mjs,no,7782,2026-09-14 10:09:53 +0500,no,"Isolated PostgreSQL rehearsal of the Spain manifest. Refuses any non-local database. Loads the authenticated snapshot into an empty schema, rehearses every group in one rolled-back transaction, then c"
backend/scripts/report-portugal-snippet-trim-drafts.ts,no,4046,2026-09-03 02:12:03 +0500,no, READ-ONLY reporter for the Portugal snippet-trim drafts (ledger §38 items 11 and 12). Touches no database and writes nothing.  node --import tsx scripts/report-portugal-snippet-trim-drafts.ts
backend/scripts/romania-editorial-storage.mjs,no,1896,2026-09-13 05:40:45 +0500,no,import fs from 'node:fs';
backend/scripts/romania-seo-storage.mjs,no,1469,2026-09-13 04:05:20 +0500,no,"Content-only export. No patient, account, banking, or secret fields are selected."
backend/scripts/seed-ireland-randox-kits.ts,no,9079,2026-08-06 06:15:02 +0500,no, Ireland — seed the Randox home test kit catalogue (14 new HealthTest rows + a copy refresh on the existing thyroid row). IRELAND (ie) + ENGLISH (EN) only; health kits are an IE-only product line. 
backend/scripts/spain-seo-storage.mjs,no,1034,2026-09-13 08:27:21 +0500,no,import { writeFileSync } from 'node:fs';
backend/scripts/stage-portugal-tool-seo-override.ts,no,5058,2026-09-04 02:34:25 +0500,no," Stages the six Portugal tool pages for publication under a super-admin override. LOCAL ARTIFACTS ONLY — no database connection, no production write.  node --import tsx scripts/stage-portugal-tool-seo"
backend/scripts/translate-ireland-health-tests.ts,no,16067,2026-08-06 07:53:46 +0500,no," Ireland health test kits — draft PT/ES/CS/RO/DE translations from the EN source and write HealthTestTranslation + HealthTestFaqTranslation rows.  One OpenAI call per (kit, locale) rather than per fie"
backend/scripts/verify-romania-db.mjs,no,2374,2026-09-13 04:05:20 +0500,no,Approved payload rehearsal on real PostgreSQL. Always rolls back; never commits.
backend/scripts/applied/patch-brazil-doctors-content.ts,yes,35377,2026-07-30 05:26:14 +0500,no," Patch Brazil /brazil/pt/doctors (DOCTORS_INDEX) page content + Dr. Renato Ziviani Sarmento's doctor profile per the July 2026 SEO briefs (""Brazil doctors SEO.docx"" + ""GlobalHealth_Brazil_DoctorsPage_"
backend/scripts/applied/patch-czechia-gp-content.ts,yes,9977,2026-07-30 05:26:14 +0500,no," Patch Czechia GP-consultation page content (SEO title/description, hero subtitle, CTA href, eNeschopenka/eRecept FAQs) + doctor title-prefix cleanup + Dr Ahmed Maklad title fix. "
backend/scripts/applied/patch-ireland-doctors-content.ts,yes,12939,2026-07-30 05:26:14 +0500,no, Patch Ireland /ireland/en/doctors (DOCTORS_INDEX) page content + doctor record fixes per the July 2026 SEO Content Changes Brief.  node --import tsx scripts/patch-ireland-doctors-content.ts          
backend/scripts/applied/patch-ireland-doctors-datasheet.ts,yes,11641,2026-08-08 02:23:21 +0500,no, Patch all Ireland doctor profiles from the July 2026 Doctor Profile Data Sheet (see scripts/data/ireland-doctors-datasheet.ts for the transcribed content). Mirrors scripts/patch-tiago-profile-content
backend/scripts/applied/patch-spain-doctors-content.ts,yes,8223,2026-07-30 05:26:14 +0500,no," Patch Spain /spain/es/doctors (DOCTORS_INDEX) page content per the July 2026 ""GlobalHealth_Spain_DoctorsPage_Brief"" SEO Content Changes Brief. Mirrors scripts/patch-ireland-doctors-content.ts. "
backend/scripts/applied/patch-spain-doctors-datasheet.ts,yes,11809,2026-07-30 05:26:14 +0500,no," Patch all Spain doctor profiles from the July 2026 ""GlobalHealth_Spain_DoctorsPage_Brief"" + per-doctor SEO datasheet. Mirrors scripts/patch-ireland-doctors-datasheet.ts. "
backend/scripts/applied/patch-spain-vascular-aesthetic-services.ts,yes,44178,2026-08-19 16:12:28 +0500,no," APPLIED 2026-08-19 — 28 field writes across the 4 services below; all four now serve `index, follow` and appear in the sitemap. Re-running is a no-op.  Fill the four Spain services that ship an EMPTY"
backend/scripts/applied/seed-ireland-labtests-brief.ts,yes,13628,2026-09-02 18:05:56 +0500,no,eslint-disable no-console */  Ireland Lab Tests page — SEO/content brief remediation (July 2026).  Scope: IRELAND (ie) + ENGLISH (EN) ONLY. Rewrites the live HEALTH_TESTS
backend/scripts/applied/seed-ireland-labtests-locales.ts,yes,44204,2026-07-30 05:26:14 +0500,no," Ireland Lab Tests page — non-EN locale translation pass (July 2026).  Same false-claim removal as seed-ireland-labtests-brief.ts (EN), applied to the 5 non-EN IE locales: PT, ES, CS, RO, DE. Owner-ap"
backend/scripts/content/blog-seo-2026-08/br-atestado-medico.ts,no,56166,2026-08-29 14:08:50 +0500,no," Brazil — article 1 of 2.  Target keyword: ""atestado medico online"" — 1,600/mo, KD 12 (OpenSEO / DataForSEO, location 2076, language pt, expansion run 2026-08-04)."
backend/scripts/content/blog-seo-2026-08/br-pedido-exames.ts,no,54838,2026-08-29 14:08:50 +0500,no," Brazil — article 2 of 2.  TARGET CHANGED by the br/2076 expansion (2026-08-04), the same way the CZ, PT and RO expansions changed theirs."
backend/scripts/content/blog-seo-2026-08/cz-lekar-online.ts,no,111563,2026-08-29 14:08:50 +0500,no," Czechia — article 2 of 2.  Target keyword: ""lékař online 24 7"" — 170/mo, KD 0, plus the punctuated variant ""lékař online 24/7"" 170/mo, KD 1 (OpenSEO / DataForSEO, location"
backend/scripts/content/blog-seo-2026-08/cz-neschopenka.ts,no,100567,2026-08-29 14:08:50 +0500,no," Czechia — article 1 of 2.  Target keyword: ""neschopenka"" — 2,400/mo, KD 10, informational, CPC €2.27 (OpenSEO / DataForSEO, location 2203, language cs, 2026-08-04)."
backend/scripts/content/blog-seo-2026-08/es-baja-ansiedad.ts,no,127549,2026-08-29 14:08:50 +0500,no," Spain — article 1 of 2.  Target keyword: ""baja laboral por ansiedad"" — 1,000/mo, KD 0 (OpenSEO / DataForSEO, location 2724, language es, expansion run 2026-08-04)."
backend/scripts/content/blog-seo-2026-08/es-dermatologo-online.ts,no,126876,2026-08-29 14:08:50 +0500,no," Spain — article 2 of 2.  Target keyword: ""dermatologo online"" — 260/mo, KD 0 (OpenSEO / DataForSEO, location 2724, language es, expansion run 2026-08-04)."
backend/scripts/content/blog-seo-2026-08/ie-blood-tests.ts,no,108512,2026-08-29 14:08:50 +0500,no," Ireland — article 2 of 2.  Target keyword: ""blood test dublin"" — 1,600/mo, KD 0, informational, CPC €1.61, competition 0.72 (OpenSEO / DataForSEO, location 2372,"
backend/scripts/content/blog-seo-2026-08/ie-illness-benefit.ts,no,110801,2026-08-30 23:30:11 +0500,no," Ireland — article 1 of 2.  Target keyword: ""illness benefit ireland"" — 6,600/mo, KD 5, informational, CPC €3.70 (OpenSEO / DataForSEO, location 2372, language en, 2026-08-04)."
backend/scripts/content/blog-seo-2026-08/pt-autodeclaracao.ts,no,102354,2026-08-29 14:08:50 +0500,no," Portugal — article 1 of 2.  Target keyword: ""autodeclaração de doença"" — 12,100/mo, KD 0 (OpenSEO / DataForSEO, location 2620, language pt, expansion run 2026-08-04)."
backend/scripts/content/blog-seo-2026-08/pt-consulta-viajante.ts,no,132851,2026-08-29 14:08:50 +0500,no," Portugal — article 2 of 2.  Target keyword: ""consulta do viajante"" — 5,400/mo, KD 3 (OpenSEO / DataForSEO, location 2620, language pt, expansion run 2026-08-04)."
backend/scripts/content/blog-seo-2026-08/ro-boli-cronice.ts,no,121043,2026-08-29 14:08:50 +0500,no," Romania — article 2 of 2.  TARGET CHANGED by the ro/2642 expansion (2026-08-04), same way the CZ and PT expansions changed theirs."
backend/scripts/content/blog-seo-2026-08/ro-scrisoare-medicala.ts,no,110126,2026-08-29 14:08:50 +0500,no," Romania — article 1 of 2.  Target keyword: ""scrisoare medicala"" — 1,000/mo, KD 0 (OpenSEO / DataForSEO, location 2642, language ro, expansion run 2026-08-04)."
backend/scripts/content/blog-week1-2026-08/es-tension-arterial-normal.ts,no,19576,2026-08-29 14:08:50 +0500,no," Spain — Week 1 editorial plan article.  Target keyword: ""tensión arterial normal"" — 33,100/mo, KD 10 (OpenSEO / DataForSEO, editorial plan 2026-08-19; follow-up batch"
backend/scripts/content/blog-week1-2026-08/ro-tensiune-arteriala-normala.ts,no,19311,2026-09-02 18:05:56 +0500,no," Romania — Week 1 editorial plan article.  Target keyword: ""cat este tensiunea normala in functie de varsta"" — 6,600/mo, KD 0 (editorial plan 2026-08-19; follow-up batch 2026-08-19)."
backend/scripts/content/blog-week2-2026-08/cz-vypocet-nemocenske.ts,no,135820,2026-08-29 17:10:51 +0500,no," Czechia — Week 2 editorial batch.  Target keyword: ""výpočet nemocenské 2026"" — 1,600/mo, KD 31, CPC €1.26 Supporting: ""nemocenská 2026"" — 2,900/mo, KD 22."
backend/scripts/content/blog-week2-2026-08/es-tension-alta-urgencias.ts,no,81498,2026-09-02 18:05:56 +0500,no," Spain — Week 2 editorial plan article.  Primary keyword: ""tensión alta"" — 12,100/mo, KD 3, CPC USD 0.32. Supporting cluster: ""síntomas de tensión alta"" — 5,400/mo, KD 9."
backend/scripts/content/blog-week2-2026-08/ie-illness-benefit-payment.ts,no,136614,2026-09-02 18:05:56 +0500,no," Ireland — Week 2 editorial batch article.  Exact keyword: ""illness benefit payment"" — 880/mo, KD 2, informational. Broad parent keyword: ""illness benefit ireland"" — 6,600/mo, KD 5, CPC EUR 3.70."
backend/scripts/content/blog-week2-2026-08/pt-atestado-carta-conducao.ts,no,87116,2026-09-02 18:05:56 +0500,no," Portugal — Week 2 article.  Target keyword: ""atestado médico carta condução"" — 1,900/mo, KD 0, CPC €2.38 (OpenSEO / DataForSEO, pt/2620, 2026-08-24)."
backend/scripts/content/blog-week2-2026-08/pt-baixa-medica-valor.ts,no,65683,2026-09-02 18:05:56 +0500,no," Portugal — Week 2 editorial plan: sickness-benefit amount and calculation.  OpenSEO / DataForSEO snapshot supplied for this batch: - baixa médica: 4,400 searches/month, KD 20, CPC EUR 2.51"
backend/scripts/content/blog-week2-2026-08/ro-scade-tensiunea-rapid.ts,no,77935,2026-09-02 18:05:56 +0500,no," Romania — Week 2 rapid blood-pressure safety article.  Search evidence (OpenSEO, 2026-08-24): - ""ce scade tensiunea arteriala rapid"" — 9,900/mo, KD 0, CPC 0.24"
backend/scripts/content/blog-week3-2026-09/br-atestado-comparecimento.ts,no,18008,2026-09-07 21:18:55 +0500,no," Brazil — Week 3 editorial article.  Primary keyword: ""atestado de comparecimento"" — 8,100/mo, KD 0, informational. Secondary: ""declaração de comparecimento abona falta"" — 2,900/mo, KD 0;"
backend/scripts/content/blog-week3-2026-09/cz-neschopenka-vychazky.ts,no,16968,2026-09-07 21:18:55 +0500,no," Czechia — Week 3 editorial article.  Primary keyword: ""neschopenka vycházky"" — 390/mo, KD 0, informational. Secondary: ""kontrola nemocenské po 22 hodině"" — 590/mo, KD 0;"
backend/scripts/content/blog-week3-2026-09/es-como-bajar-tension.ts,no,16071,2026-09-07 21:18:55 +0500,no," Spain — Week 3 editorial article.  Primary keyword: ""como bajar la tensión"" — 2,900/mo, KD 0, informational. Secondary: ""tensión alta como bajarla rápidamente"" — 1,600/mo, KD 2;"
backend/scripts/content/blog-week3-2026-09/ie-adhd-assessment.ts,no,16311,2026-09-07 21:18:55 +0500,no," Ireland — Week 3 editorial article.  Primary keyword: ""adhd assessment ireland"" — 1,900/mo, KD 0, informational. Secondary: ""adult adhd assessment ireland"" — 480/mo, KD 0;"
backend/scripts/content/blog-week3-2026-09/pt-baixa-psicologica.ts,no,15582,2026-09-07 21:18:55 +0500,no," Portugal — Week 3 editorial article.  Primary keyword: ""baixa psicológica"" — 1,900/mo, KD 0, informational. Secondary: ""baixa psicológica paga a 100"" — 880/mo, KD 0;"
backend/scripts/content/blog-week3-2026-09/ro-tensiune-mica.ts,no,16604,2026-09-07 21:18:55 +0500,no," Romania — Week 3 editorial article.  Primary keyword: ""tensiune mica"" — 4,400/mo, KD 0, informational. Secondary: ""ce sa faci cand ai tensiune mica"" — 2,900/mo, KD 0;"
backend/scripts/content/legal/GlobalHealth_Brazil_Addendum_final.html,no,23119,2026-07-18 14:16:58 +0500,no,<h1>GLOBAL HEALTH</h1>
backend/scripts/content/legal/GlobalHealth_Ireland_Addendum_final.html,no,15504,2026-07-18 14:16:58 +0500,no,<h2>GLOBAL HEALTH — Country Addendum — Ireland</h2>
backend/scripts/content/legal/GlobalHealth_Portugal_Addendum_final.html,no,16500,2026-07-18 14:16:58 +0500,no,<h2>Country Addendum — Portugal</h2>
backend/scripts/content/legal/GlobalHealth_Romania_Addendum_final.html,no,18865,2026-07-18 14:16:58 +0500,no,<h2>Country Addendum — Romania</h2>
backend/scripts/content/legal/GlobalHealth_Spain_Addendum_final.html,no,17446,2026-07-18 14:16:58 +0500,no,<h2>GLOBAL HEALTH — Country Addendum — Spain</h2>
backend/scripts/content/legal/cs/GlobalHealth_Brazil_Addendum_final.html,no,25528,2026-07-18 14:37:25 +0500,no,<h1>GLOBAL HEALTH</h1>
backend/scripts/content/legal/cs/GlobalHealth_Ireland_Addendum_final.html,no,17734,2026-07-18 14:37:25 +0500,no,<h2>GLOBAL HEALTH — Dodatek pro danou zemi — Irsko</h2>
backend/scripts/content/legal/cs/GlobalHealth_Portugal_Addendum_final.html,no,18118,2026-07-18 14:37:25 +0500,no,<h2>Dodatek pro danou zemi — Portugalsko</h2>
backend/scripts/content/legal/cs/GlobalHealth_Romania_Addendum_final.html,no,20905,2026-07-18 14:37:25 +0500,no,<h2>Dodatek pro danou zemi — Rumunsko</h2>
backend/scripts/content/legal/cs/GlobalHealth_Spain_Addendum_final.html,no,19614,2026-07-18 14:37:25 +0500,no,<h2>GLOBAL HEALTH — Dodatek pro danou zemi — Španělsko</h2>
backend/scripts/content/legal/de/GlobalHealth_Brazil_Addendum_final.html,no,27410,2026-07-18 14:37:25 +0500,no,<h1>GLOBAL HEALTH</h1>
