"url","locale","service","kind","bookability","next_available_at","assigned_doctor_ids","consultation_languages","registration","scope","source"
"https://www.myglobalhealth.online/brazil/es/services/saude-mental-online","es","saude-mental-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-saude-mental-online-ES.json"
"https://www.myglobalhealth.online/brazil/es/services/saude-sexual-ist-online","es","saude-sexual-ist-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-saude-sexual-ist-online-ES.json"
"https://www.myglobalhealth.online/brazil/es/services/saude-viagem-online","es","saude-viagem-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-saude-viagem-online-ES.json"
"https://www.myglobalhealth.online/brazil/es/services/segunda-opiniao-medica","es","segunda-opiniao-medica","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-segunda-opiniao-medica-ES.json"
"https://www.myglobalhealth.online/brazil/es/services/solicitacao-exames-online","es","solicitacao-exames-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-solicitacao-exames-online-ES.json"
"https://www.myglobalhealth.online/brazil/pt/services/atestado-medico-online","pt","atestado-medico-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-atestado-medico-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/consulta-clinica-online","pt","consulta-clinica-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-consulta-clinica-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/consulta-pele-online","pt","consulta-pele-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-consulta-pele-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/controle-peso-online","pt","controle-peso-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-controle-peso-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/doencas-cronicas-online","pt","doencas-cronicas-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-doencas-cronicas-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/musculoesqueletico-online","pt","musculoesqueletico-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-musculoesqueletico-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/parar-de-fumar-online","pt","parar-de-fumar-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-parar-de-fumar-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/pediatria-online","pt","pediatria-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-pediatria-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/queda-cabelo-online","pt","queda-cabelo-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-queda-cabelo-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/renovacao-receita-online","pt","renovacao-receita-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-renovacao-receita-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/saude-da-mulher-online","pt","saude-da-mulher-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-saude-da-mulher-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/saude-do-homem-online","pt","saude-do-homem-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-saude-do-homem-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/saude-idoso-online","pt","saude-idoso-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-saude-idoso-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/saude-mental-online","pt","saude-mental-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-saude-mental-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/saude-sexual-ist-online","pt","saude-sexual-ist-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-saude-sexual-ist-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/saude-viagem-online","pt","saude-viagem-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-saude-viagem-online-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/segunda-opiniao-medica","pt","segunda-opiniao-medica","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-segunda-opiniao-medica-PT.json"
"https://www.myglobalhealth.online/brazil/pt/services/solicitacao-exames-online","pt","solicitacao-exames-online","GENERAL","BOOKABLE","2026-09-15T10:00:00.000Z","cmqyzr0fb000o01lu9deh6mf5","Portuguese|English|Spanish","CFM regular PA11426/SP170837; family medicine RQE8822 in PA only","GENERAL; no specialist service expansion","raw/api/services-solicitacao-exames-online-PT.json"
