"URL","page type","primary keyword","secondary keywords","original title","optimized title","original meta description","optimized meta description","description optimized","bio optimized","FAQs optimized","deslop completed","factual verification completed","clinical review required","implementation status","reason for anything left unchanged","live H1","HTTP status","canonical","hreflang_pt_PT","indexable","locale_pt_PT","structured data","structured data types","CTA accuracy","live reviewed at"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-ana-leal-neto","doctor profile","dra. ana leal neto","dra. ana leal neto Portugal | perfil dra. ana leal neto","Dra. Ana Leal Neto — Cardiologista | OM 60410","Dra. Ana Leal Neto — Cardiologista | OM 60410","Agende uma videoconsulta com Dra. Ana Leal Neto — cardiologista registada na OM (nº 60410). Faculdade de Medicina UP · ULS Tâmega e Sousa · Insuficiência cardíaca · Young Ambassador HFA/ESC · Português, inglês e francês. Consulta no mesmo dia.","Agende uma videoconsulta com Dra. Ana Leal Neto — cardiologista registada na OM (nº 60410). Faculdade de Medicina UP · ULS Tâmega e Sousa · Insuficiência cardíaca · Young Ambassador HFA/ESC · Português, inglês e francês.","no","no","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Dra. Ana Leal Neto","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-egas-moura","doctor profile","dr egas moura","dr egas moura Portugal | perfil dr egas moura","Dr. Egas Moura — Pediatra | OM 34823","Dr. Egas Moura — Pediatra | OM 34823","Agende uma videoconsulta com Dr. Egas Moura — pediatra registado na OM (nº 34823). 20+ anos experiência · ICBAS Porto · RCPCH · AAP · Neonatologia · Emergência Pediátrica · Português e inglês. Consulta no mesmo dia.","Agende uma videoconsulta com Dr. Egas Moura — pediatra registado na OM (nº 34823). 20+ anos experiência · ICBAS Porto · RCPCH · AAP · Neonatologia · Emergência Pediátrica · Português e inglês.","no","no","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Dr Egas Moura","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-joana-branco-maia","doctor profile","dra. joana branco maia","dra. joana branco maia Portugal | perfil dra. joana branco maia","Dra. Joana Branco Maia — Médica e Psicóloga Clínica | OM 64572 · OPP 12055","Dra. Joana Branco Maia — Médica e Psicóloga Clínica | OM 64572 · OPP 12055","Agende uma videoconsulta com Dra. Joana Branco Maia — médica (OM 64572) e psicóloga clínica (OPP 12055). PhD Psicologia do Desenvolvimento · Urgência Hospital da Prelada · Saúde mental integrada. Consulta no mesmo dia.","Agende uma videoconsulta com Dra. Joana Branco Maia — médica (OM 64572) e psicóloga clínica (OPP 12055). PhD Psicologia do Desenvolvimento · Urgência Hospital da Prelada · Saúde mental integrada.","no","no","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Dra. Joana Branco Maia","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-joao-de-oliveira-e-silva","doctor profile","dr joao de oliveira e silva","dr joao de oliveira e silva Portugal | perfil dr joao de oliveira e silva","Dr. João de Oliveira e Silva — Medicina Geral e Familiar | OM 68445","Dr. João de Oliveira e Silva — Medicina Geral e Familiar | OM 68445","Agende uma videoconsulta com Dr. João de Oliveira e Silva — médico registado na OM (nº 68445). ICBAS Porto · Especialização Medicina Geral e Familiar · USF Salvador Machado · Português e inglês. Consulta no mesmo dia.","Agende uma videoconsulta com Dr. João de Oliveira e Silva — médico registado na OM (nº 68445). ICBAS Porto · Especialização Medicina Geral e Familiar · USF Salvador Machado · Português e inglês.","no","no","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Dr Joao de Oliveira e Silva","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-lucas-alvarenga-berto","doctor profile","dr lucas alvarenga berto","dr lucas alvarenga berto Portugal | perfil dr lucas alvarenga berto","Dr. Lucas Alvarenga Berto — Médico de Clínica Geral | OM 79932","Dr. Lucas Alvarenga Berto — Médico de Clínica Geral | OM 79932","Agende uma videoconsulta com Dr. Lucas Alvarenga Berto — médico registado na OM (nº 79932). Medicina de emergência · ULS Matosinhos · Trofa Saúde · Residência Medicina Interna · ACLS AHA · Português e inglês. Consulta no mesmo dia.","Agende uma videoconsulta com Dr. Lucas Alvarenga Berto — médico registado na OM (nº 79932). Medicina de emergência · ULS Matosinhos · Trofa Saúde · Residência Medicina Interna · ACLS AHA · Português e inglês.","no","no","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Dr Lucas Alvarenga Berto","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-margarida-andrade","doctor profile","dra. margarida domingues e andrade","dra. margarida domingues e andrade Portugal | perfil dra. margarida domingues e andrade","Dra. Margarida Andrade — Medicina Geral e Familiar | OM 78297","Dra. Margarida Andrade — Medicina Geral e Familiar | OM 78297","Agende uma videoconsulta com Dra. Margarida Andrade — médica registada na OM (nº 78297). Internato Hospital Beatriz Ângelo · USF Colina de Odivelas · Urgência, Pediatria e MGF · Português, inglês e espanhol. Consulta no mesmo dia.","Agende uma videoconsulta com Dra. Margarida Andrade — médica registada na OM (nº 78297). Internato Hospital Beatriz Ângelo · USF Colina de Odivelas · Urgência, Pediatria e MGF · Português, inglês e espanhol.","no","no","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Dra. Margarida Domingues e Andrade","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-martim-delgado","doctor profile","dr martim delgado","martim delgado | dr delgado | dr. martim delgado | martim delgado medicina geral e familiar","Dr. Martim Delgado — Medicina Geral e Familiar | OM 70349","Dr. Martim Delgado — Medicina Geral e Familiar | OM 70349","Agende uma videoconsulta com Dr. Martim Delgado — médico registado na OM (nº 70349). Faculdade de Medicina Masaryk Brno · Hospital de Santa Maria Lisboa · MGF · Telemedicina · Português, inglês, espanhol e checo. Consulta no mesmo dia.","Dr. Martim Delgado, OM 70349: Universidade de Masaryk, Hospital de Santa Maria, MGF e telemedicina. Português, inglês, espanhol e checo.","no","no","no","yes","yes","yes","live verified 2026-09-02","Approved title, meta description and focused page keywords applied and independently verified. Name, H1, biography, qualifications, credentials, certifications, registration, specialties, languages, FAQs, services, prices and booking data were retained.","Dr Martim Delgado","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-02"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-pedro-santos","doctor profile","dr pedro santos","dr pedro santos Portugal | perfil dr pedro santos","Dr. Pedro Santos — Oncologista Médico | OM 33133","Dr. Pedro Santos — Oncologista Médico | OM 33133","Agende uma videoconsulta com Dr. Pedro Santos — oncologista médico registado na OM (nº 33133). 30+ anos experiência · IPO Porto · Director Oncologia CHUA · Professor UBI · Português e inglês. Consulta no mesmo dia.","Agende uma videoconsulta com Dr. Pedro Santos — oncologista médico registado na OM (nº 33133). 30+ anos experiência · IPO Porto · Director Oncologia CHUA · Professor UBI · Português e inglês.","no","no","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Dr Pedro Santos","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-ruben-pereira","doctor profile","dr ruben pereira","dr ruben pereira Portugal | perfil dr ruben pereira","Dr. Rúben Pereira — Clínica Geral e Psiquiatria | OM 77228","Dr. Rúben Pereira — Clínica Geral e Psiquiatria | OM 77228","Agende uma videoconsulta com Dr. Rúben Pereira — médico registado na OM (nº 77228). FMUL · Interno Psiquiatria ULS Leiria · Medicina Desportiva · Diploma FIFA · Publicações PubMed · Português e inglês. Consulta no mesmo dia.","Agende uma videoconsulta com Dr. Rúben Pereira — médico registado na OM (nº 77228). FMUL · Interno Psiquiatria ULS Leiria · Medicina Desportiva · Diploma FIFA · Publicações PubMed · Português e inglês.","no","no","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Dr Ruben Pereira","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-rui-diogo-rodrigues","doctor profile","dr rui diogo rodrigues","dr rui diogo rodrigues Portugal | perfil dr rui diogo rodrigues","Dr. Rui Diogo Rodrigues — Medicina Geral e Familiar | OM 74473","Dr. Rui Diogo Rodrigues — Medicina Geral e Familiar | OM 74473","Agende uma videoconsulta com Dr. Rui Diogo Rodrigues — médico registado na OM (nº 74473). Nova Medical School Lisboa · Telemedicina · IA na saúde · Mestrado Transformação Digital · Português e inglês. Consulta no mesmo dia.","Agende uma videoconsulta com Dr. Rui Diogo Rodrigues — médico registado na OM (nº 74473). Nova Medical School Lisboa · Telemedicina · IA na saúde · Mestrado Transformação Digital · Português e inglês.","no","no","no","yes","no","yes","drafted; blocked pending clinical or credential review","Current live copy was reviewed and a safer draft prepared, but publication is blocked until the required clinical, credential or official-source approval is recorded.","Dr Rui Diogo Rodrigues","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-01"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-telmo-coelho","doctor profile","dr telmo coelho","telmo coelho | telmo coelho psiquiatra | dr telmo coelho psiquiatra | psiquiatra telmo coelho","Dr. Telmo Coelho — Psiquiatra | OM 48028","Dr. Telmo Coelho — Psiquiatra | OM 48028","Agende uma videoconsulta com Dr. Telmo Coelho — psiquiatra registado na OM (nº 48028). CH São João · Director Psiquiatria Hospital das Forças Armadas · Psiquiatria Forense · Psicotraumatologia · Português e inglês. Consulta no mesmo dia.","Dr. Telmo Coelho, psiquiatra OM 48028: CH São João; Hospital das Forças Armadas; Psiquiatria Forense e Psicotraumatologia. Português e inglês.","no","no","no","yes","yes","yes","live verified 2026-09-02","Approved title, meta description and focused page keywords applied and independently verified. Name, H1, biography, qualifications, credentials, certifications, registration, specialties, languages, FAQs, services, prices and booking data were retained.","Dr Telmo Coelho","200","yes","yes","yes","yes","yes","Answer | BreadcrumbList | ContactPoint | Country | EducationalOccupationalCredential | FAQPage | ImageObject | ListItem | MedicalOrganization | Organization | Person | PostalAddress | PropertyValue | Question | WebSite","yes","2026-09-02"
