"url","market_path","clicks","impressions","ctr","average_position","query_count","top_queries","indexation_note","source","collected_at"
"https://www.myglobalhealth.online/portugal/en/health/enxaqueca","cross-locale or legacy exposure","0","18","0","73.44444444444444","3","como diagnosticar enxaqueca | enxaquecas | rastreio enxaqueca","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/portugal-doctors/dr-rui-diogo-rodrigues","legacy Portugal doctor URL","0","18","0","2.5555555555555554","4","dr rui rodrigues | dr rui rodrigues cardiologista | foto | rui diogo","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/about","cross-locale or legacy exposure","2","17","0.11764705882352941","17.11764705882353","9","globalhealth | help global consulta online | clinica global medical health | cuidados médicos personalizados | gl health | global health | global healthcare | global medico | globalhealth.com","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psiquiatria","canonical Portugal/pt","0","17","0","36.88235294117647","8","consulta de psiquiatria por videochamada | consulta psiquiatra | consulta psiquiatria | consulta psiquiatria feminina | preço consulta psiquiatra | psiquiatra online | psiquiatria adultos | psiquiatria online","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-medica","canonical Portugal/pt","0","14","0","36.5","9","consulta medica | consulta medica online | consulta medico | consulta médica online | consulta online | consulta online médico | médico online | pesquisa médicos | principais consultas","Inspected: submitted/indexed; declared and Google-selected canonical match; crawl 2026-07-31.","GSC URL Inspection + GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/psychology-consultation","canonical Portugal/pt","0","12","0","38.5","8","consulta de psicologia por videochamada | consultas avaliação psicológica | consultas de psicologia online | consultas psicologia online | psicologos em portugal | psicologos online | psicológico | tratamento psicológico","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/legal/refund-policy","canonical Portugal/pt","0","10","0","8.9","2","o'que é reembolso integral | reembolso integral","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/contact","cross-locale or legacy exposure","0","9","0","17.88888888888889","3","global health company | my global health | online doctor portugal","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/es","cross-locale or legacy exposure","0","8","0","17.25","5","cita medico | consulta medicos colegiados | cuidados médicos personalizados | medico cerca de mi | medico cerca de mi abierto ahora","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/saude-mental","canonical Portugal/pt","0","8","0","73.25","4","consulta de psiquiatria por videochamada | consulta psiquiatra online | psiquiatra online | psiquiatria online","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/saude-da-mulher","canonical Portugal/pt","0","8","0","39.625","2","consulta online particular ginecologista | consulta saude sexual e reprodutiva","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-martim-delgado","canonical Portugal/pt","0","7","0","6.571428571428571","3","dr delgado | dr martim | dr. delgado","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/certificados-medicos","canonical Portugal/pt","0","6","0","46.166666666666664","4","atestado médico | atestado médico online | atestados medicos | conseguir atestado medico online","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/product-page/vitamin-b12-blood-test","cross-locale or legacy exposure","0","6","0","13","2","exame vitamina b12 preço portugal | vitamina b12 para que serve exame","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/tools/adhd-test","canonical Portugal/pt","0","6","0","12.833333333333334","4","phda adulto teste | phda teste | questionario adhd | teste phda","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/tools/bmi-calculator","cross-locale or legacy exposure","0","5","0","48.4","3","bmi | bmi index | bmi scale","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-telmo-coelho","canonical Portugal/pt","0","5","0","3.4","3","dr telmo coelho psiquiatra | telmo coelho | telmo coelho psiquiatra","Inspected: submitted/indexed; declared and Google-selected canonical match; crawl 2026-08-24.","GSC URL Inspection + GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/home","cross-locale or legacy exposure","0","5","0","64.6","3","global saude | saúde global | site médico","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/specialty-pt","cross-locale or legacy exposure","0","5","0","55.6","3","global saude | globalcare cuidados médicos lda | globalmed serviços de saúde lda","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/de/health/infecoes-respiratorias","cross-locale or legacy exposure","0","5","0","73.2","2","infecção respiratória | infeção respiratória","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/services/certificados-medicos","cross-locale or legacy exposure","0","5","0","9","1","online medical certificate portugal","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/es/tools/adhd-test","cross-locale or legacy exposure","0","4","0","57","4","adhd teste | tdah teste online | teste tdah | teste tdah online","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/es/tools/due-date-calculator","cross-locale or legacy exposure","0","4","0","59.5","3","calculadora de semanas | calcular semanas | quantas semanas","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/home-cz","cross-locale or legacy exposure","0","4","0","5.25","1","clinica checa","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/services/consulta-cardiologia","cross-locale or legacy exposure","0","4","0","30","2","consulta cardiologia online | consulta de cardiologia online","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-de-oncologia","canonical Portugal/pt","0","4","0","25","3","consulta de oncologia | consultas de oncologia | oncologia médica","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/gp-consultation-online","canonical Portugal/pt","0","4","0","73.25","3","consulta online | consulta online médico | principais consultas","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/cs/tools/due-date-calculator","cross-locale or legacy exposure","0","4","0","4","1","vypocet porodu","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/tools/blood-pressure-chart","cross-locale or legacy exposure","0","3","0","6","3","105 56 | avalia | blood pressure chart europe","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/de","cross-locale or legacy exposure","0","3","0","11.333333333333334","3","arzt für allgemeinmedizin in der nähe | arzt in nähe | ärzte allgemeinmedizin in der nähe","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/about","canonical Portugal/pt","0","3","0","22.333333333333332","2","clinica global medical health | medico online portugal","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/portugal-specialist-consultations/consulta-de-cardiologia","cross-locale or legacy exposure","0","3","0","71.33333333333333","1","consulta cardio online","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-de-nutricao","canonical Portugal/pt","0","3","0","67.66666666666667","3","consulta de nutrição | nutricionista online | nutricionista online portugal","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/de/services/consulta-medica","cross-locale or legacy exposure","0","3","0","88","1","consulta de urgência online","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/services/saude-da-mulher","cross-locale or legacy exposure","0","3","0","50.333333333333336","2","consulta online de ginecologia | consulta online ginecologia","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/contact","canonical Portugal/pt","0","3","0","11","2","global hc | global saude","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/es/tools/bmi-calculator","cross-locale or legacy exposure","0","3","0","42.666666666666664","2","imc unidades | indice de masa corporal","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-tiago-miguel-figueira","canonical Portugal/pt","0","3","0","2.6666666666666665","2","opiniões sobre | tiago figueira","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/es/blog/autodeclaracion-enfermedad-portugal","cross-locale or legacy exposure","0","2","0","6.5","2","baja medica | segurança social autodeclaração","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/consulta-de-psicologia","canonical Portugal/pt","0","2","0","28.5","1","consultas avaliação psicológica","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/services/certificado-medico-carta-de-conducao","cross-locale or legacy exposure","0","2","0","6","2","consultas on line | opticalia","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/services/baixa-medica","canonical Portugal/pt","0","2","0","15","2","justificação medica | justificação médica online","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/portugal-doctors/dra-margarida-andrade","legacy Portugal doctor URL","0","2","0","16","1","margarida andrade","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/es/tools/blood-pressure-chart","cross-locale or legacy exposure","0","2","0","8.5","1","tension arterial normal","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/general-consultation-cz","cross-locale or legacy exposure","0","1","0","10","1","clinica cz","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/spain-doctors/dr-luz-marina-zuluaga-rios","cross-locale or legacy exposure","0","1","0","9","1","clinica zuluaga","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/de/health/enxaqueca","cross-locale or legacy exposure","0","1","0","56","1","como diagnosticar enxaqueca","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/doctors/dr-vitor-hugo-de-matos-pais","canonical Portugal/pt","0","1","0","9","1","consultório dr victor hugo","Inspected: submitted/indexed; declared and Google-selected canonical match; crawl 2026-08-30.","GSC URL Inspection + GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/portugal-doctors/dra-nadia-cavaco","legacy Portugal doctor URL","0","1","0","1","1","criticas","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/ireland-specialist-consultations/dermatology-consultation","cross-locale or legacy exposure","0","1","0","67","1","dermatologia on line","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/portugal-doctors/dr-martim-delgado","legacy Portugal doctor URL","0","1","0","8","1","dr martim","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/book","canonical Portugal/pt","0","1","0","15","1","global health","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/es/about","cross-locale or legacy exposure","0","1","0","49","1","global saude","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/about","cross-locale or legacy exposure","0","1","0","36","1","gp doctor","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/pt/product-page/haemochromatosis-test","cross-locale or legacy exposure","0","1","0","73","1","hemocromatose diagnóstico","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/en/tools/due-date-calculator","cross-locale or legacy exposure","0","1","0","8","1","hse due date calculator","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/de/legal/medical-disclaimer","cross-locale or legacy exposure","0","1","0","30","1","informação medica confiável","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/de/services/mental-health-consultation","cross-locale or legacy exposure","0","1","0","9","1","ja","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/book?service=pain-management-consultation","canonical Portugal/pt","0","1","0","54","1","medico online portugal","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
"https://www.myglobalhealth.online/portugal/pt/doctors","canonical Portugal/pt","0","1","0","63","1","medicos em portugal","Not inspected — GSC exposure only; no indexation or canonical conclusion.","GSC query-page + target ranked keywords","2026-08-31"
