"URL","page type","locale","primary keyword","keyword evidence","secondary keywords","original title","optimized title","original meta description","optimized meta description","live H1","proposed H1","description optimized","bio optimized","FAQs optimized","deslop completed","factual verification completed","clinical review required","implementation status","reason for anything left unchanged","HTTP status","canonical","hreflang entries","indexable","structured data types","native FAQ count","embedded FAQ count","consultation languages","bookability","live reviewed at","source fingerprint","implementation payload sha256"
"https://www.myglobalhealth.online/romania/cs/book","book","cs","not applicable","editorial topic only; no demand claim","","Objednejte si konzultaci — Rumunsko · Global Health","Objednejte si konzultaci — Rumunsko · Global Health","Rumunsko lékařská klinika. Vyberte si službu, lékaře, čas a údaje pacienta.","Rumunsko lékařská klinika. Vyberte si službu, lékaře, čas a údaje pacienta.","","","no","no","retained","not rewritten","inventory checks only","legal owner for legal-body changes","retained; hydrated booking heading and initial service choices browser verified","No missing-H1 defect reproduced in any of six locales. Initial step only; no appointment or payment submitted.","200","https://www.myglobalhealth.online/romania/cs/book","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:15 am","56b245eb861eb7be8cc6a26184692b3f7b23922b9608bb0645e89471c763c276",""
"https://www.myglobalhealth.online/romania/cs/careers","careers","cs","Kariéra v Global Health","editorial topic only; no demand claim","","Kariéra v Global Health Rumunsko","Kariéra v Global Health Rumunsko","Připojte se ke Global Health v Rumunsko. Spolupracujeme s registrovanými lékaři, klinickou podporou a technologickými týmy po celé Evropě a v Brazílii. Zjistěte, jak se ucházet o práci.","Připojte se ke Global Health v Rumunsko. Spolupracujeme s registrovanými lékaři, klinickou podporou a technologickými týmy po celé Evropě a v Brazílii. Zjistěte, jak se ucházet o práci.","Kariéra v Global Health","Kariéra v Global Health","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/cs/careers","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:15 am","da19b1b5cf7b7415e19a7d015be8edcc0680eda6a00f7f46dcb37b60331fc768",""
"https://www.myglobalhealth.online/romania/cs/contact","contact","cs","Kontakt na Global Health Rumunsko","editorial topic only; no demand claim","","Kontakt Global Health Rumunsko | Online lékař","Kontakt Global Health Rumunsko | Online lékař","Kontaktujte Global Health Rumunsko: +353 89 471 5849, info@myglobalhealth.online. Online konzultace videohovorem s lékaři registrovanými u Colegiul Medicilor din România.","Kontaktujte Global Health Rumunsko: +353 89 471 5849, info@myglobalhealth.online. Online konzultace videohovorem s lékaři registrovanými u Colegiul Medicilor din România.","Kontakt na Global Health Rumunsko","Kontakt na Global Health Rumunsko","no","no","retained","not rewritten","inventory checks only","legal owner for legal-body changes","retained; owner editorial approval recorded","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","200","https://www.myglobalhealth.online/romania/cs/contact","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | Organization | FAQPage | Question | Answer | BreadcrumbList | ListItem","5","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:15 am","72c7cff695b732e72331184f3a2d610b3145e804156e126beb1b565fab84aff3",""
"https://www.myglobalhealth.online/romania/cs/doctors","doctors","cs","Lékaři, kteří skutečně zvedají.","editorial topic only; no demand claim","","Lékaři registrovaní CMR | Online konzultace v Rumunsku","Lékaři registrovaní CMR | Online konzultace v Rumunsku","Prozkoumejte 3 lékaře a specialisty registrované u CMR dostupné online v Rumunsku. Zobrazte profily, specializace a jazyky. Rezervujte ve stejný den.","Prozkoumejte 3 lékaře a specialisty registrované u CMR dostupné online v Rumunsku. Zobrazte profily, specializace a jazyky. Rezervujte ve stejný den.","Lékaři, kteří skutečně zvedají.","Lékaři, kteří skutečně zvedají.","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/cs/doctors","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | ItemList | Person | EducationalOccupationalCredential | Organization | FAQPage | Question | Answer","5","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:15 am","40879ec93436e6489dc3402dfcddb774fe71e17a544bb9e13c0a9cef49ce8bac",""
"https://www.myglobalhealth.online/romania/cs/doctors/dr-alexandra-palaga","doctor","cs","Dr Alexandra Palaga","see keyword master","","Dr Alexandra Paga - Pediatr | Global Health","Dr Alexandra Palaga - Pediatr | Global Health","Dr. Alexandra Palaga, lékařka specialistka v pediatrii, odbornice na gastroenterologii a celiakii. Online konzultace pro děti.","Dr. Alexandra Palaga, lékařka specialistka v pediatrii, odbornice na gastroenterologii a celiakii. Online konzultace pro děti.","Dr Alexandra Palaga","Dr Alexandra Palaga","no","no","approved targeted corrections applied","scoped editorial cleanup; retained exceptions recorded","service/language source checked; credentials not independently verified","exact implementation payload approved by Dr Robert Gabriel Brindus per owner confirmation; held claims excluded","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/cs/doctors/dr-alexandra-palaga","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | Person | EducationalOccupationalCredential | Organization | BreadcrumbList | ListItem | FAQPage | Question | Answer","6","0","Romanian | English","BOOKABLE","13/09/2026 12:38:15 am","fc12a31ba3b61ad98d67ce464b0cf6cc43f33e6ae7a85ca02882dcacc684d718","8f416a774261540ab8d3cf277dd1f5cb8a9e4cdd4a57321e72a1d5bdb0cf08d2"
"https://www.myglobalhealth.online/romania/cs/doctors/dr-andreea-lorena-bica","doctor","cs","Dr Andreea Lorena Bica","see keyword master","","Dr Andreea Lorena Bica - Neurolog | Global Health","Dr Andreea Lorena Bica - Neurolog | Global Health","Dr. Andreea-Lorena Bica, specialista neurolog s praxí v cévní mozkové příhodě, epilepsii a neurodegenerativních onemocněních. Domluvte si online konzultaci.","Dr. Andreea-Lorena Bica, specialista neurolog s praxí v cévní mozkové příhodě, epilepsii a neurodegenerativních onemocněních. Domluvte si online konzultaci.","Dr Andreea Lorena Bica","Dr Andreea Lorena Bica","no","no","approved targeted corrections applied","scoped editorial cleanup; retained exceptions recorded","service/language source checked; credentials not independently verified","exact implementation payload approved by Dr Robert Gabriel Brindus per owner confirmation; held claims excluded","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/cs/doctors/dr-andreea-lorena-bica","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | Person | EducationalOccupationalCredential | Organization | BreadcrumbList | ListItem | FAQPage | Question | Answer","6","0","Romanian | English","BOOKABLE","13/09/2026 12:38:15 am","e4208f98885e9cc64f80238c2432b8618555a18d66a00ff0acf550d59597a4bb","2e365ed9f905c5f409129cac636e1fec46f18ae6d7ae5472b5cb643ba0680f1d"
"https://www.myglobalhealth.online/romania/cs/doctors/dr-robert-gabriel-brindus","doctor","cs","Dr Robert Gabriel Brindus","see keyword master","","Dr Robert Gabriel Brindus - Anesteziolog | Global Health","Dr Robert Gabriel Brindus - Anesteziolog | Global Health","Dr. Robert Brînduș, lékař specialista v oboru anesteziologie a intenzivní medicíny, zkušenosti v Rumunsku a Irsku. Online konzultace v oblasti léčby bolesti a perioperační medicíny.","Dr. Robert Brînduș, lékař specialista v oboru anesteziologie a intenzivní medicíny, zkušenosti v Rumunsku a Irsku. Online konzultace v oblasti léčby bolesti a perioperační medicíny.","Dr Robert Gabriel Brindus","Dr Robert Gabriel Brindus","no","no","approved targeted corrections applied","scoped editorial cleanup; retained exceptions recorded","service/language source checked; credentials not independently verified","exact implementation payload approved by Dr Robert Gabriel Brindus per owner confirmation; held claims excluded","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/cs/doctors/dr-robert-gabriel-brindus","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | Person | EducationalOccupationalCredential | Organization | BreadcrumbList | ListItem | FAQPage | Question | Answer","6","0","Romanian | English","BOOKABLE","13/09/2026 12:38:15 am","7317a8b2e9a9cc84e5962a45b4d51d0561c66ac51ad8e9bbd13d343f4f8c807c","d4f8a7a908a223a16aecf20747978b43fe8c51349212425bc3b6675771574665"
"https://www.myglobalhealth.online/romania/cs/gp-consultation-online","gp-consultation-online","cs","Online konzultace s praktickým lékařem v Rumunsku","editorial topic only; no demand claim","","Online konzultace s praktickým lékařem v Rumunsku","Online konzultace s praktickým lékařem v Rumunsku","Online konzultace s praktickým lékařem s lékaři registrovaní u Colegiul Medicilor din România.","Online konzultace s praktickým lékařem s lékaři registrovaní u Colegiul Medicilor din România.","Online konzultace s praktickým lékařem v Rumunsku","Online konzultace s praktickým lékařem v Rumunsku","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/cs/gp-consultation-online","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | MedicalProcedure | ReserveAction | Service | Offer | QuantitativeValue | FAQPage | Question | Answer","6","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:15 am","f0b64944967ebcea9f4120dafa788f54298636eb71b56f4e7c2848a4b4113c93",""
"https://www.myglobalhealth.online/romania/cs/lab-tests","lab-tests","cs","Výsledky z laboratoře, posouzené našimi lékaři.","editorial topic only; no demand claim","","Zdravotní testy s informacemi ke konkrétním produktům · Romania","Zdravotní testy s informacemi ke konkrétním produktům · Romania","Tato stránka uvádí zdravotní testy, které jsou aktuálně dostupné v zemi Romania. Každý test má vlastní cenu, stav zásob, informace o vzorku a předpokládanou dobu dodání výsledků, pokud jsou tyto údaje nastavené.","Tato stránka uvádí zdravotní testy, které jsou aktuálně dostupné v zemi Romania. Každý test má vlastní cenu, stav zásob, informace o vzorku a předpokládanou dobu dodání výsledků, pokud jsou tyto údaje nastavené.","Výsledky z laboratoře, posouzené našimi lékaři.","Výsledky z laboratoře, posouzené našimi lékaři.","no","no","retained","not rewritten","inventory checks only","legal owner for legal-body changes","retained; owner editorial approval recorded","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","200","https://www.myglobalhealth.online/romania/cs/lab-tests","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem | FAQPage | Question | Answer","6","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:15 am","53eb11b1dd0cf799ba143761d02f1e94716f1ca5b4a466ce42811aded093dcf2",""
"https://www.myglobalhealth.online/romania/cs/legal","legal","cs","Právní informace.","editorial topic only; no demand claim","","Právní informace. · Rumunsko · Global Health","Právní informace. · Rumunsko · Global Health","Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Rumunsko.","Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Rumunsko.","Právní informace.","Právní informace.","no","no","retained","not rewritten","inventory checks only","legal owner for legal-body changes","retained; owner editorial approval recorded","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","200","https://www.myglobalhealth.online/romania/cs/legal","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite | BreadcrumbList | ListItem","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:15 am","f6ad15a23d3ef44ffd4fa0cff460e0d49279855ca3bf90f9437a4a52d8b62136",""
"https://www.myglobalhealth.online/romania/cs/legal/complaints-procedure","legal","cs","Postup při stížnostech","editorial topic only; no demand claim","","Postup při stížnostech · Rumunsko · Global Health","Postup při stížnostech · Rumunsko · Global Health","Postup při stížnostech. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Rumunsko.","Postup při stížnostech. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Rumunsko.","Postup při stížnostech","Postup při stížnostech","no","no","retained","scoped editorial cleanup; retained exceptions recorded","inventory checks only","legal owner for legal-body changes","editorial changes live; public controls verified","Only manifest fields and Romania frontend overrides changed. Disabled sections, held pain service/credentials, quoted subjects and shared notices retained; no independent recertification.","200","https://www.myglobalhealth.online/romania/cs/legal/complaints-procedure","7","yes","MedicalOrganization | ImageObject | Country | ContactPoint | PostalAddress | PropertyValue | WebSite","0","not evaluated outside service body","not applicable","not applicable","13/09/2026 12:38:16 am","5b16d2184e817872856bc2940555c2a539652abf3f2305f06e5cfbcb4edc471c",""
