"url","locale","page_type","faq_gap","embedded_questions","action","reason","priority","draft"
"https://www.myglobalhealth.online/romania/cs/legal/privacy-policy","cs","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/cs/legal/refund-policy","cs","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/cs/legal/terms-of-service","cs","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/cs/press","cs","press","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/cs/pricing","cs","pricing","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/cs/see-a-specialist","cs","see-a-specialist","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/cs/services/a-doua-opinie-medicala","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/boli-cronice-online","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/caderea-parului-online","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/consultatie-dermatologica","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/consultatie-neurologie","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/consultatie-pediatrie","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/controlul-greutatii","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/dureri-musculo-scheletice","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/evaluare-durere","cs","service","missing","0","hold: no approved doctor","No assigned approved doctor. Do not market or draft as bookable; operational decision needed.","HOLD",""
"https://www.myglobalhealth.online/romania/cs/services/medic-online-romania","cs","service","present","9","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/medic-pediatru-online","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/medicina-calatoriei","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/reinnoire-tratament","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/sanatate-mintala-online","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/sanatatea-barbatului-online","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/sanatatea-femeii-online","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/services/trimiteri-si-investigatii","cs","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/cs/tools/adhd-test","cs","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/cs/tools/blood-pressure-chart","cs","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/cs/tools/bmi-calculator","cs","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/cs/tools/calorie-calculator","cs","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/cs/tools/due-date-calculator","cs","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/cs/tools/osteoporosis-risk-checker","cs","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/cs/tools/ovulation-calculator","cs","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/cs/tools/sore-throat-checker","cs","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de","de","home","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/about","de","about","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/blog","de","blog","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/blog/arztbrief-rumaenien","de","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/blog/blutdruck-sicher-senken-rumaenien","de","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/blog/chronische-krankheiten-nationale-programme-rumaenien","de","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/blog/diabetes-die-stille-krankheit-5","de","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/blog/medical-review-policy","de","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/blog/niedriger-blutdruck-warum-er-entsteht-was-sofort-zu-tun-ist-und-wann-man-nicht-m","de","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen","de","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/book","de","book","not a service/profile gap","","retain pending targeted editorial review","Booking route has a client-rendered shell; assess indexability and user flow separately. Not a keyword landing page.","P2",""
"https://www.myglobalhealth.online/romania/de/careers","de","careers","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/contact","de","contact","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/doctors","de","doctors","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/doctors/dr-alexandra-palaga","de","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/de/doctors/dr-andreea-lorena-bica","de","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/de/doctors/dr-robert-gabriel-brindus","de","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/de/gp-consultation-online","de","gp-consultation-online","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/lab-tests","de","lab-tests","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/legal","de","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/de/legal/complaints-procedure","de","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/de/legal/privacy-policy","de","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/de/legal/refund-policy","de","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/de/legal/terms-of-service","de","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/de/press","de","press","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/pricing","de","pricing","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/see-a-specialist","de","see-a-specialist","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/services/a-doua-opinie-medicala","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/boli-cronice-online","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/caderea-parului-online","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/consultatie-dermatologica","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/consultatie-neurologie","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/consultatie-pediatrie","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/controlul-greutatii","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/dureri-musculo-scheletice","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/evaluare-durere","de","service","missing","0","hold: no approved doctor","No assigned approved doctor. Do not market or draft as bookable; operational decision needed.","HOLD",""
"https://www.myglobalhealth.online/romania/de/services/medic-online-romania","de","service","present","9","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/medic-pediatru-online","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/medicina-calatoriei","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/reinnoire-tratament","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/sanatate-mintala-online","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/sanatatea-barbatului-online","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/sanatatea-femeii-online","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/services/trimiteri-si-investigatii","de","service","missing","0","draft ready","Add native FAQs; replace any exact embedded FAQ block. Scope/language-aware metadata and H1 drafted.","P1","content-briefs/service-drafts.json"
"https://www.myglobalhealth.online/romania/de/tools/adhd-test","de","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/tools/blood-pressure-chart","de","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/tools/bmi-calculator","de","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/tools/calorie-calculator","de","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/tools/due-date-calculator","de","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/tools/osteoporosis-risk-checker","de","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/tools/ovulation-calculator","de","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/de/tools/sore-throat-checker","de","tool","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en","en","home","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/about","en","about","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/blog","en","blog","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/blog/chronic-disease-national-health-programmes-romania","en","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/blog/diabetes-the-silent-disease-5","en","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/blog/how-to-lower-blood-pressure-quickly-and-safely","en","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/blog/low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait","en","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/blog/medical-letter-romania","en","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/blog/medical-review-policy","en","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/blog/normal-blood-pressure-a-practical-guide-by-age-without-misleading-tables","en","article","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/book","en","book","not a service/profile gap","","retain pending targeted editorial review","Booking route has a client-rendered shell; assess indexability and user flow separately. Not a keyword landing page.","P2",""
"https://www.myglobalhealth.online/romania/en/careers","en","careers","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/contact","en","contact","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/doctors","en","doctors","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/doctors/dr-alexandra-palaga","en","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/en/doctors/dr-andreea-lorena-bica","en","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/en/doctors/dr-robert-gabriel-brindus","en","doctor","present","0","draft ready","Correct booking language/availability; narrow pediatric emergency scope; fix Palaga name typo where present. Other credential claims retained pending evidence.","P1","content-briefs/doctor-drafts.json"
"https://www.myglobalhealth.online/romania/en/faq","en","faq","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/gp-consultation-online","en","gp-consultation-online","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/lab-tests","en","lab-tests","not a service/profile gap","","retain pending targeted editorial review","No verified change needed from this bounded evidence; retain existing text. Clinical/legal claims are not independently re-certified.","P2",""
"https://www.myglobalhealth.online/romania/en/legal","en","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/en/legal/complaints-procedure","en","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/en/legal/cookie-policy","en","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/en/legal/medical-disclaimer","en","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/en/legal/privacy-policy","en","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/en/legal/refund-policy","en","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
"https://www.myglobalhealth.online/romania/en/legal/terms-of-service","en","legal","not a service/profile gap","","retain pending targeted editorial review","Preserve legal body and intentional noindex variants; translated headings and legal accuracy require separate field-level decisions.","P2",""
