"url","locale","status","final_url","title","description","h1","word_count","canonical","robots","hreflang_count","faq_native_count","source","checked_at","sha256"
"https://www.myglobalhealth.online/romania/cs/book","cs","200","https://www.myglobalhealth.online/romania/cs/book","Objednejte si konzultaci — Rumunsko · Global Health","Rumunsko lékařská klinika. Vyberte si službu, lékaře, čas a údaje pacienta.","","2","https://www.myglobalhealth.online/romania/cs/book","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/book","2026-09-12T20:17:45.818Z","0ffef76d1295cd2e00ee780364dea899358fb920a6705788c7de278eec451b7a"
"https://www.myglobalhealth.online/romania/cs/careers","cs","200","https://www.myglobalhealth.online/romania/cs/careers","Kariéra v Global Health Rumunsko","Připojte se ke Global Health v Rumunsko. Spolupracujeme s registrovanými lékaři, klinickou podporou a technologickými týmy po celé Evropě a v Brazílii. Zjistěte, jak se ucházet o práci.","Kariéra v Global Health","92","https://www.myglobalhealth.online/romania/cs/careers","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/careers","2026-09-12T20:17:49.278Z","86f0ef7873d9ec6dbf51c1a947274d7d065803df1520a2e9b38fd089b1bb9ffc"
"https://www.myglobalhealth.online/romania/cs/contact","cs","200","https://www.myglobalhealth.online/romania/cs/contact","Kontakt Global Health Rumunsko | Online lékař","Kontaktujte Global Health Rumunsko: +353 89 471 5849, info@myglobalhealth.online. Online konzultace videohovorem s lékaři registrovanými u Colegiul Medicilor din România.","Kontakt na Global Health Rumunsko","257","https://www.myglobalhealth.online/romania/cs/contact","index, follow","7","5","https://www.myglobalhealth.online/romania/cs/contact","2026-09-12T20:17:48.308Z","f0977cf09d7f4343eea6cbbc81d93f2ba6e74531d42dceb04eca22dd655a975e"
"https://www.myglobalhealth.online/romania/cs/doctors","cs","200","https://www.myglobalhealth.online/romania/cs/doctors","Lékaři registrovaní CMR | Online konzultace v Rumunsku","Prozkoumejte 3 lékaře a specialisty registrované u CMR dostupné online v Rumunsku. Zobrazte profily, specializace a jazyky. Rezervujte ve stejný den.","Lékaři, kteří skutečně zvedají.","629","https://www.myglobalhealth.online/romania/cs/doctors","index, follow","7","5","https://www.myglobalhealth.online/romania/cs/doctors","2026-09-12T20:17:44.057Z","8213c563e2f9a11ea99f349e13c0fab3a686259e9411ba418518834c11d13dfb"
"https://www.myglobalhealth.online/romania/cs/doctors/dr-alexandra-palaga","cs","200","https://www.myglobalhealth.online/romania/cs/doctors/dr-alexandra-palaga","Dr Alexandra Paga - Pediatr | Global Health","Dr. Alexandra Palaga, lékařka specialistka v pediatrii, odbornice na gastroenterologii a celiakii. Online konzultace pro děti.","Dr Alexandra Palaga","908","https://www.myglobalhealth.online/romania/cs/doctors/dr-alexandra-palaga","index, follow","7","6","https://www.myglobalhealth.online/romania/cs/doctors/dr-alexandra-palaga","2026-09-12T20:17:41.715Z","ec372551a73b53ed1cb51a17d0e844cbc6112d7856b58a79a842fb099af0ea34"
"https://www.myglobalhealth.online/romania/cs/doctors/dr-andreea-lorena-bica","cs","200","https://www.myglobalhealth.online/romania/cs/doctors/dr-andreea-lorena-bica","Dr Andreea Lorena Bica - Neurolog | Global Health","Dr. Andreea-Lorena Bica, specialista neurolog s praxí v cévní mozkové příhodě, epilepsii a neurodegenerativních onemocněních. Domluvte si online konzultaci.","Dr Andreea Lorena Bica","783","https://www.myglobalhealth.online/romania/cs/doctors/dr-andreea-lorena-bica","index, follow","7","6","https://www.myglobalhealth.online/romania/cs/doctors/dr-andreea-lorena-bica","2026-09-12T20:17:42.442Z","952b6f5eb7439f7e107836b0b8f39a963d86e6ffa53607e321a0ab74961fe3e2"
"https://www.myglobalhealth.online/romania/cs/doctors/dr-robert-gabriel-brindus","cs","200","https://www.myglobalhealth.online/romania/cs/doctors/dr-robert-gabriel-brindus","Dr Robert Gabriel Brindus - Anesteziolog | Global Health","Dr. Robert Brînduș, lékař specialista v oboru anesteziologie a intenzivní medicíny, zkušenosti v Rumunsku a Irsku. Online konzultace v oblasti léčby bolesti a perioperační medicíny.","Dr Robert Gabriel Brindus","1646","https://www.myglobalhealth.online/romania/cs/doctors/dr-robert-gabriel-brindus","index, follow","7","6","https://www.myglobalhealth.online/romania/cs/doctors/dr-robert-gabriel-brindus","2026-09-12T20:17:42.816Z","559a9ec0a51b7785de3391c49ea0bb54a466ac71ab715dfd1dc96ccd57b263dd"
"https://www.myglobalhealth.online/romania/cs/gp-consultation-online","cs","200","https://www.myglobalhealth.online/romania/cs/gp-consultation-online","Online konzultace s praktickým lékařem v Rumunsku","Online konzultace s praktickým lékařem s lékaři registrovaní u Colegiul Medicilor din România.","Online konzultace s praktickým lékařem v Rumunsku","1328","https://www.myglobalhealth.online/romania/cs/gp-consultation-online","index, follow","7","6","https://www.myglobalhealth.online/romania/cs/gp-consultation-online","2026-09-12T20:17:44.740Z","7dc051be5157d46cbe7148b0748ae227b0445214a5a06a47a9ef537b9cd6cf4c"
"https://www.myglobalhealth.online/romania/cs/lab-tests","cs","200","https://www.myglobalhealth.online/romania/cs/lab-tests","Zdravotní testy s informacemi ke konkrétním produktům · Romania","Tato stránka uvádí zdravotní testy, které jsou aktuálně dostupné v zemi Romania. Každý test má vlastní cenu, stav zásob, informace o vzorku a předpokládanou dobu dodání výsledků, pokud jsou tyto údaje nastavené.","Výsledky z laboratoře, posouzené našimi lékaři.","553","https://www.myglobalhealth.online/romania/cs/lab-tests","index, follow","7","6","https://www.myglobalhealth.online/romania/cs/lab-tests","2026-09-12T20:17:46.407Z","5398014c5e56ce004176fdfccb7021ccd2b0d10063e3ee2930c8dfc600dcd009"
"https://www.myglobalhealth.online/romania/cs/legal","cs","200","https://www.myglobalhealth.online/romania/cs/legal","Právní informace. · Rumunsko · Global Health","Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Rumunsko.","Právní informace.","158","https://www.myglobalhealth.online/romania/cs/legal","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/legal","2026-09-12T20:17:35.430Z","30099c6b5dcd12f6a524f150e41835b0d83f32bc62bf29705101949eefc3f8a5"
"https://www.myglobalhealth.online/romania/cs/legal/complaints-procedure","cs","200","https://www.myglobalhealth.online/romania/cs/legal/complaints-procedure","Postup při stížnostech · Rumunsko · Global Health","Postup při stížnostech. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Rumunsko.","Postup při stížnostech","779","https://www.myglobalhealth.online/romania/cs/legal/complaints-procedure","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/legal/complaints-procedure","2026-09-12T20:17:37.630Z","669dc41c51011813c70a16465d305c940ef44e33902f7334d0b0a5804fd1cc65"
"https://www.myglobalhealth.online/romania/cs/legal/privacy-policy","cs","200","https://www.myglobalhealth.online/romania/cs/legal/privacy-policy","Zásady ochrany osobních údajů · Rumunsko · Global Health","Zásady ochrany osobních údajů. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Rumunsko.","Zásady ochrany osobních údajů","3358","https://www.myglobalhealth.online/romania/cs/legal/privacy-policy","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/legal/privacy-policy","2026-09-12T20:17:36.578Z","0391a05ba6dd33159b9c846dd8d63b26dfe84afe004281a819f1a9e615822ff2"
"https://www.myglobalhealth.online/romania/cs/legal/refund-policy","cs","200","https://www.myglobalhealth.online/romania/cs/legal/refund-policy","Zásady vracení peněz · Rumunsko · Global Health","Zásady vracení peněz. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Rumunsko.","Zásady vracení peněz","2467","https://www.myglobalhealth.online/romania/cs/legal/refund-policy","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/legal/refund-policy","2026-09-12T20:17:37.181Z","bc270afc56243f1b43c1749c8f5dcb2423e4d222ff36b741b6c5bfa2e2f1ff9e"
"https://www.myglobalhealth.online/romania/cs/legal/terms-of-service","cs","200","https://www.myglobalhealth.online/romania/cs/legal/terms-of-service","Obchodní podmínky · Rumunsko · Global Health","Obchodní podmínky. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Rumunsko.","Obchodní podmínky","6320","https://www.myglobalhealth.online/romania/cs/legal/terms-of-service","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/legal/terms-of-service","2026-09-12T20:17:36.056Z","c006f96d4485417be3d0cd398e53c03b5bb2b7a289f1bc57a3742a13221e5834"
"https://www.myglobalhealth.online/romania/cs/press","cs","200","https://www.myglobalhealth.online/romania/cs/press","Pro média — Global Health Rumunsko","Informace pro média o Global Health v Rumunsko: kdo službu provozuje, jak je regulována, na jakých trzích působíme a jak kontaktovat naše tiskové oddělení.","Pro média","198","https://www.myglobalhealth.online/romania/cs/press","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/press","2026-09-12T20:17:49.803Z","a216deee67d8ebd683ba637a1e75a989ad573911721d9f00266f35f11b479d4d"
"https://www.myglobalhealth.online/romania/cs/pricing","cs","200","https://www.myglobalhealth.online/romania/cs/pricing","Vyberte si svůj měsíční plán · Rumunsko · Global Health","Měsíční online péče praktického lékaře s kredity na konzultace a slevami u specialistů, s cenami pro zemi Rumunsko.","Péče, která se obnovuje s vámi","353","https://www.myglobalhealth.online/romania/cs/pricing","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/pricing","2026-09-12T20:17:46.925Z","cd0a129110083eeb931d5e8feb983af7246314ca56ea16fe25ef568d0b6c6f06"
"https://www.myglobalhealth.online/romania/cs/see-a-specialist","cs","200","https://www.myglobalhealth.online/romania/cs/see-a-specialist","Specializovaná péče propojená s aktivní službou · Romania","Global Health uvádí služby online konzultací se specialisty, které jsou aktuálně dostupné v zemi Romania. Dostupnost závisí na službě, zdravotníkovi a termínech objednání. Některé obtíže vyžadují osobní vyšetření nebo jiný typ péče.","Poznejte naše registrované specialisty.","854","https://www.myglobalhealth.online/romania/cs/see-a-specialist","index, follow","7","6","https://www.myglobalhealth.online/romania/cs/see-a-specialist","2026-09-12T20:17:45.263Z","89a85b4423a9629902e36edd76a19be81159c32ac06d0fb244a55395df536946"
"https://www.myglobalhealth.online/romania/cs/services/a-doua-opinie-medicala","cs","200","https://www.myglobalhealth.online/romania/cs/services/a-doua-opinie-medicala","Druhý lékařský názor online | Rumunsko | nezávislé posouzení","Druhé lékařské stanovisko pro diagnózu, léčebný plán nebo důležité lékařské doporučení. Naši licencovaní lékaři CMR poskytují jasné, strukturované a nezávislé druhé stanovisko prostřednictvím videokonzultace.","Druhý lékařský názor — nezávislé klinické posouzení","350","https://www.myglobalhealth.online/romania/cs/services/a-doua-opinie-medicala","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/a-doua-opinie-medicala","2026-09-12T20:17:27.774Z","d539cb4e17d326e06c52341bf654158772bb2e218f764f7a456e94ae915f1c38"
"https://www.myglobalhealth.online/romania/cs/services/boli-cronice-online","cs","200","https://www.myglobalhealth.online/romania/cs/services/boli-cronice-online","Management chronických onemocnění online | Rumunsko | medic CMR","Management hypertenze, diabetu, onemocnění štítné žlázy nebo jiných dlouhodobých onemocnění. Naši lékaři s licencí CMR poskytují průběžné lékařské sledování, úpravu léčebného plánu a koordinaci vyšetření prostřednictvím videokonzultace.","Management chronických onemocnění — online průběžná lékařská péče","380","https://www.myglobalhealth.online/romania/cs/services/boli-cronice-online","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/boli-cronice-online","2026-09-12T20:17:31.307Z","cfbdd59b24e39ac0e1c1caa277d868a231ee2c5a2d30ad35ab502e871cc82e64"
"https://www.myglobalhealth.online/romania/cs/services/caderea-parului-online","cs","200","https://www.myglobalhealth.online/romania/cs/services/caderea-parului-online","Online konzultace pro vypadávání vlasů | Rumunsko","Evaluace při řídnutí nebo výrazném vypadávání vlasů. Naši licencovaní lékaři CMR vyhodnotí možné příčiny, doporučí potřebná vyšetření a stanoví plán péče založený na klinických údajích.","Konzultace pro vypadávání vlasů — online, tentýž den","346","https://www.myglobalhealth.online/romania/cs/services/caderea-parului-online","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/caderea-parului-online","2026-09-12T20:17:29.684Z","0a500feb811eef1750e893b4b583a8e3afdf8d67945403f34b140fbad74444d9"
"https://www.myglobalhealth.online/romania/cs/services/consultatie-dermatologica","cs","200","https://www.myglobalhealth.online/romania/cs/services/consultatie-dermatologica","Online konzultace pro kožní problémy | Rumunsko","Vyhodnocení vyrážek, ekzému, akné, svědění nebo jiných kožních potíží. Naši licencovaní lékaři CMR posuzují příznaky prostřednictvím videokonzultace a doporučí vám vhodnou léčbu nebo další kroky.","Prvotní dermatologická konzultace — online hodnocení","326","https://www.myglobalhealth.online/romania/cs/services/consultatie-dermatologica","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/consultatie-dermatologica","2026-09-12T20:17:29.172Z","9b2741820a6e1b5868ed6ad20f8e6487b4f299a42e24205c5c714ddae915ffe0"
"https://www.myglobalhealth.online/romania/cs/services/consultatie-neurologie","cs","200","https://www.myglobalhealth.online/romania/cs/services/consultatie-neurologie","Online neurologická konzultace | Rumunsko | specialista CMR","Odborné vyšetření při migrénách, přetrvávajících bolestech hlavy, necitlivosti, neuropatii nebo jiných neurologických potížích. Náš autorizovaný specialista CMR poskytuje úvodní vyšetření, doporučení a plán vyšetření prostřednictvím videokonzultace.","Neurologická konzultace — online odborné vyšetření","322","https://www.myglobalhealth.online/romania/cs/services/consultatie-neurologie","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/consultatie-neurologie","2026-09-12T20:17:34.013Z","684e5a8a126dc821cd064de271242a9ed09aaf99da9112ab9f68168dbe079bc8"
"https://www.myglobalhealth.online/romania/cs/services/consultatie-pediatrie","cs","200","https://www.myglobalhealth.online/romania/cs/services/consultatie-pediatrie","Online specialista pediatrie | Rumunsko | komplexní vyšetření","Specializovaný pediatrický posudek a podrobné vyšetření zdravotních problémů dítěte. Náš pediatr s oprávněním CMR poskytuje video konzultace pro případy, které vyžadují důkladnou klinickou analýzu.","Specialista pediatrie — komplexní pediatrické vyšetření online","318","https://www.myglobalhealth.online/romania/cs/services/consultatie-pediatrie","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/consultatie-pediatrie","2026-09-12T20:17:35.016Z","a5eedd55a971a1309b81dead7036ab802fcf027d0c15d0ce7fde6ba0ce901d4b"
"https://www.myglobalhealth.online/romania/cs/services/controlul-greutatii","cs","200","https://www.myglobalhealth.online/romania/cs/services/controlul-greutatii","Online management hmotnosti | Rumunsko | lékařské vyšetření","Lékařské řízení hmotnosti, nad rámec diety a životního stylu. Naši licencovaní lékaři CMR hodnotí zdravotní, metabolické a behaviorální faktory, které ovlivňují hmotnost, a stanovují realistický plán řízení.","Řízení hmotnosti — lékařské vyšetření a individuální plán","344","https://www.myglobalhealth.online/romania/cs/services/controlul-greutatii","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/controlul-greutatii","2026-09-12T20:17:31.891Z","31189f6b322c6e682b4330724c3fcc3b4c0b230c09b0895a3e01807d5828bd4c"
"https://www.myglobalhealth.online/romania/cs/services/dureri-musculo-scheletice","cs","200","https://www.myglobalhealth.online/romania/cs/services/dureri-musculo-scheletice","Online konzultace bolesti pohybového aparátu | Rumunsko","Vyšetření při bolestech zad, bolestech kloubů, ischias nebo svalových poraněních. Naši lékaři s licencí CMR posoudí příznaky, varovné příznaky a možnosti léčby prostřednictvím videokonzultace.","Vyhodnocení muskuloskeletální bolesti — online, ještě tentýž den","335","https://www.myglobalhealth.online/romania/cs/services/dureri-musculo-scheletice","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/dureri-musculo-scheletice","2026-09-12T20:17:30.251Z","a6e407e46ad51dfadadb14d54ea4d54a2dc597bef6752283b5285b7553a56c3f"
"https://www.myglobalhealth.online/romania/cs/services/evaluare-durere","cs","200","https://www.myglobalhealth.online/romania/cs/services/evaluare-durere","Specializované posouzení bolesti online | Rumunsko","Specializované vyšetření pro chronickou nebo silnou bolest. Náš licencovaný specialista CMR poskytuje klinické posouzení zaměřené na kontrolu bolesti, terapeutické možnosti a koordinaci potřebných vyšetření.","Specializované posouzení bolesti — online konzultace","286","https://www.myglobalhealth.online/romania/cs/services/evaluare-durere","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/evaluare-durere","2026-09-12T20:17:34.463Z","f460c8d90e5cb554fbdb702ac8c842672abe938e6c2fe226d6339e59ffbf0f9a"
"https://www.myglobalhealth.online/romania/cs/services/medic-online-romania","cs","200","https://www.myglobalhealth.online/romania/cs/services/medic-online-romania","Lékař online bez registrace | Konzultace tentýž den","Lékař registrovaný u CMR dostupný online, bez čekací listiny a bez registrace u praktického lékaře. Videokonzultace v rumunštině nebo angličtině. Rezervujte si dnes.","Online lékař — bez registrace, bez čekárny, ještě tentýž den","1086","https://www.myglobalhealth.online/romania/cs/services/medic-online-romania","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/medic-online-romania","2026-09-12T20:17:25.839Z","0ea37715477f4c1f8759070e65425d0f90173e151f951ce6c174bba5abdae3e7"
"https://www.myglobalhealth.online/romania/cs/services/medic-pediatru-online","cs","200","https://www.myglobalhealth.online/romania/cs/services/medic-pediatru-online","Online pediatrická konzultace | Rumunsko | lékař CMR","Rychlé pediatrické konzultace a lékařská rada pro děti. Naši lékaři s licencí CMR posoudí příznaky dítěte prostřednictvím zabezpečené videokonzultace a poskytnou vám jasná doporučení pro další kroky.","Pediatrická konzultace všeobecného lékařství — online, tentýž den","338","https://www.myglobalhealth.online/romania/cs/services/medic-pediatru-online","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/medic-pediatru-online","2026-09-12T20:17:27.135Z","e209e76bd1a5f17f72d378a094f679a0ef9e79aa83778b8e5b8426cf9785f3c9"
"https://www.myglobalhealth.online/romania/cs/services/medicina-calatoriei","cs","200","https://www.myglobalhealth.online/romania/cs/services/medicina-calatoriei","Online konzultace cestovní medicíny | Rumunsko | antimalarická profylaxe","Cestovní lékařské vyšetření pro oblasti s rizikem malárie nebo destinace se zvláštními požadavky na očkování. Naši licencovaní lékaři CMR posoudí rizika, poskytnou personalizovaná doporučení a předepíší antimalarickou profylaxi, je-li to klinicky indikováno.","Konzultace cestovní medicíny — lékařské zhodnocení před odjezdem","359","https://www.myglobalhealth.online/romania/cs/services/medicina-calatoriei","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/medicina-calatoriei","2026-09-12T20:17:28.413Z","40e48586e034e3959e0aa484e22a2a8cb2c14447e0956312156664871db8f4bd"
"https://www.myglobalhealth.online/romania/cs/services/reinnoire-tratament","cs","200","https://www.myglobalhealth.online/romania/cs/services/reinnoire-tratament","Obnovení léčby online | Rumunsko | elektronický předpis","Obnovení stabilní léčby s klinickým posouzením. Naši autorizovaní lékaři CMR přezkoumají aktuální režim, ověří bezpečnost pokračování a vystaví elektronický předpis, pokud je to klinicky vhodné.","Obnovení léčby — klinické hodnocení a online předpis","356","https://www.myglobalhealth.online/romania/cs/services/reinnoire-tratament","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/reinnoire-tratament","2026-09-12T20:17:26.694Z","aa6bee0ca5c90a51bcee9efb5ce82e45e2fa1d97f1a9099a529d50927b0adc5f"
"https://www.myglobalhealth.online/romania/cs/services/sanatate-mintala-online","cs","200","https://www.myglobalhealth.online/romania/cs/services/sanatate-mintala-online","Online konzultace duševního zdraví | Rumunsko | důvěrné","Důvěrné posouzení úzkosti, deprese, vyhoření, nespavosti nebo jiných emočních obtíží. Naši lékaři s licencí CMR poskytují důvěrné posouzení, doporučení a koordinaci dalších kroků prostřednictvím videokonzultace.","Posouzení duševního zdraví — důvěrná online konzultace","343","https://www.myglobalhealth.online/romania/cs/services/sanatate-mintala-online","index, follow","7","0","https://www.myglobalhealth.online/romania/cs/services/sanatate-mintala-online","2026-09-12T20:17:30.751Z","7ef610024ec79a02cd7b0d2fc65a857e91e87cf5456b19f13deda71f455461a4"
