"keyword","locale","market","location_code","owner_url","source","search_volume","keyword_difficulty","intent","cpc","priority","notes"
"blutdruck 130 zu 60","de","Romania","2642","https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"blutdruck 132/84","de","Romania","2642","https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"blutdruck 60 jahre mann","de","Romania","2642","https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"blutdruck durchschnitt","de","Romania","2642","https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"blutdruck im alter","de","Romania","2642","https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"blutdruck tabelle alter","de","Romania","2642","https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"blutdruck tabelle männer","de","Romania","2642","https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"blutdruck tabelle nach alter","de","Romania","2642","https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"blutdruck-tabelle männer","de","Romania","2642","https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"blutdrucktabelle nach alter","de","Romania","2642","https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"bmi calculator romana","es","Romania","2642","https://www.myglobalhealth.online/romania/es/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"bmi calculator romania","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"boli cronice incluse in programul national de sanatate","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/blog/boli-cronice-programe-nationale-de-sanatate","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"book doctor","en","Romania","2642","https://www.myglobalhealth.online/romania/en","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul bmi barbati","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul bmi femei","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul calorii alimente","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul calorii pe zi","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul calorii zilnice","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul deficit caloric","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul deficit caloric femei","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul imc","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul imc adulti","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul imc femei","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul imc in functie de varsta","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul imc obezitate","es","Romania","2642","https://www.myglobalhealth.online/romania/es/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul imc varsta","es","Romania","2642","https://www.myglobalhealth.online/romania/es/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul indice de masa corporala","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul indice masa corporala in functie de varsta","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul kcal","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul necesar caloric","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul obezitate bmi","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul perioada fertila","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/ovulation-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul saptamana sarcina","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcul sarcina saptamani","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculadora imc","es","Romania","2642","https://www.myglobalhealth.online/romania/es/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcular imc","es","Romania","2642","https://www.myglobalhealth.online/romania/es/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculare calorii","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculare deficit caloric","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculare imc","es","Romania","2642","https://www.myglobalhealth.online/romania/es/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculare imc in functie de varsta","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculare saptamani sarcina","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calcularea caloriilor","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator ardere calorii","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator bmi barbati","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator bmi femei","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calori","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator caloric","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator caloric alimente","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator caloric deficit","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii alimente","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii alimente zilnice","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii consumate","es","Romania","2642","https://www.myglobalhealth.online/romania/es/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii gratuit","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii mancare","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii mentinere","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii necesare","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii pe zi","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii pentru slabit","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii slabire","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii slabit","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator calorii slabit gratis","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator data nasterii dupa data conceptiei","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator data probabila a nasterii","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator de calori","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator de calorii gratuit","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator de calorii online","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator de calorii pentru slabit","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator de kcal","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator de ovulatie","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/ovulation-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator de sarcina","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator deficit caloric","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator deficit caloric femei gratis","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator deficit caloric pentru slabit","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator fertilitate","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/ovulation-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator imc","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator imc adulti","es","Romania","2642","https://www.myglobalhealth.online/romania/es/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator imc barbati","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator imc femei","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator imc in functie de varsta","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator imc varsta","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator indice de masa corporala","es","Romania","2642","https://www.myglobalhealth.online/romania/es/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator indice masa corporala","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator indice masa corporala dupa varsta","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator indice masa corporala in functie de varsta","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator kalori","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator kcal","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator kcal necesare","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator kcal slabit","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator kilocalorii","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator masa corporala","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator nastere copil","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator nastere dupa data conceptiei","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator necesar caloric","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator necesar calorii","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator ovulatie","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/ovulation-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator pentru calorii","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator saptamani sarcina","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator sarcina","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator sarcina 100%","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator sarcina ciclu neregulat","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator sarcina data conceptiei","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator sarcina dr max","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator sarcina pe luni","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator sarcina pe luni si saptamani tabel","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator sarcina pe saptamani","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator sarcina pe saptamani poze","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator sarcina pe saptamani si luni","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
"calculator sarcina regina maria","ro","Romania","2642","https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator","GSC visible query","","","","","P2","Observed owner; query language may differ from page locale. Confirm intent before rewriting."
