"url","locale","page_type","discovery","http_status","canonical","robots","keyword_ownership","keyword_evidence","observed_queries","current_clicks","current_impressions","previous_clicks","previous_impressions","existing_title","existing_description","existing_h1","proposed_fields","faq_native","faq_embedded","faq_proposed_patches","faq_proposed_additions","source_fingerprint","source","disposition","reason","review_status","implementation_status","draft_key","link_changes"
"https://www.myglobalhealth.online/spain/cs/book","cs","book","sitemap","200","https://www.myglobalhealth.online/spain/cs/book","index, follow","","editorial page role; unmeasured","","0","1","0","6","Objednejte si konzultaci — Španělsko · Global Health","Španělsko lékařská klinika. Vyberte si službu, lékaře, čas a údaje pacienta.","","{}","","","0","0","26c7f9adb19d07046140a86504c72510044e24c263975c687859e06b5ff56188","raw/public-inventory-2026-09-13.json","retain with evidence","Browser: localized H1 and 23 service choices verified in six locales; no paid booking made. Minor English UI labels retained as localization debt.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/careers","cs","careers","sitemap","200","https://www.myglobalhealth.online/spain/cs/careers","index, follow","","editorial page role; unmeasured","","0","1","0","0","Kariéra v Global Health Španělsko","Připojte se ke Global Health v Španělsko. Spolupracujeme s registrovanými lékaři, klinickou podporou a technologickými týmy po celé Evropě a v Brazílii. Zjistěte, jak se ucházet o práci.","Kariéra v Global Health","{}","","","0","0","85fe1343efc7c7f27cdf16bd6fff9e3aad68c55da664fc37799b977204c602aa","raw/public-inventory-2026-09-13.json","retain with evidence","Live metadata, canonical and content retained; no demonstrated benefit from rewriting this page. Retention does not certify clinical/legal claims.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/contact","cs","contact","sitemap","200","https://www.myglobalhealth.online/spain/cs/contact","index, follow","","editorial page role; unmeasured","","0","2","0","3","Kontakt Global Health Španělsko | Online lékař","Kontaktujte Global Health Španělsko: +34 692 722 898, info@myglobalhealth.online. Online konzultace videohovorem s lékaři registrovanými u Colegio Oficial de Médicos.","Kontakt na Global Health Španělsko","{}","","","0","0","7c6e1c52a873189eeab451e90a98030d0e3ed9ddaa4d703926ff4dfe6e1c6634","raw/public-inventory-2026-09-13.json","retain with evidence","Live metadata, canonical and content retained; no demonstrated benefit from rewriting this page. Retention does not certify clinical/legal claims.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/doctors","cs","doctors","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors","index, follow","","editorial page role; unmeasured","","0","7","0","0","Lékaři a specialisté registrovaní ve Španělsku","Prozkoumejte 14 lékařů a specialistů registrovaných ve Španělsku dostupných online. Dermatologie, kardiologie, psychiatrie, psychologie, urgentní péče a další. Rezervujte na stejný den.","Lékaři, kteří skutečně zvedají.","{}","","","0","0","02504f609da182124ef3129891160a3d8fc40484739533a4791eb3b262286161","raw/public-inventory-2026-09-13.json","retain with evidence","Live metadata, canonical and content retained; no demonstrated benefit from rewriting this page. Retention does not certify clinical/legal claims.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-alfredo-del-valle","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-alfredo-del-valle","index, follow","","observed GSC query/page; no volume inference","alfredo del valle moreno montañez | alfredo del val moreno montañez","0","11","0","19","Dr Alfredo del Valle - Dermatolog | Global Health","Dr. Alfredo del Valle Moreno Montañez, dermatolog specializovaný na lékařskou a estetickou dermatologii. Expert na dermatoonkologii, hidradenitidu supurativa a léčbu botulotoxinem. Online konzultace v Global Health.","Dr. Alfredo del Valle Moreno Montañez","{}","6","0","1","0","bdf6f326fde906e83ad0de34361a0f22ac4e9b4bc59418d1a5bc7f05eff18fc9","raw/api/doctors-dr-alfredo-del-valle-CS.json","change","Replace immediate-calendar/same-day boilerplate with current booking checks and recorded consultation languages; preserve existing emergency passage.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-alfredo-del-valle",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-eduardo-olivas","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-eduardo-olivas","index, follow","","editorial page role; unmeasured","","0","1","0","5","Dr Eduardo Olivas - Všeobecné lékařství | Global Health","Dr. Eduardo Rodríguez Olivas, všeobecný lékař registrovaný ve Španělsku (COMIB). Specialista na primární péči, interní medicínu a estetickou medicínu. Rozsáhlé zkušenosti s telemedicínou. Online konzultace v Global Health.","Dr. Eduardo Daniel Rodríguez Olivas","{}","6","0","1","0","19ab6a71d454fb4c69a7aa4f91a05b0f0bb760202d7a0409218d9ef16df6bf75","raw/api/doctors-dr-eduardo-olivas-CS.json","change","Replace immediate-calendar/same-day boilerplate with current booking checks and recorded consultation languages; preserve existing emergency passage.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-eduardo-olivas",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-eszter-szilagyi","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-eszter-szilagyi","index, follow","","observed GSC query/page; no volume inference","dr szilágyi eszter | eszter szilagyi","0","5","1","11","Dr Eszter Szilagyi - Kardiovaskulární chirurgyně","Dr. Eszter Szilágyi, specialistka v kardiovaskulární chirurgii registrovaná v Málaze. Vzdělaná v Německu a Španělsku, s rozsáhlými zkušenostmi v srdeční chirurgii a urgentní medicíně. Vícejazyčná péče v Global Health.","Dra. Eszter Szilágyi","{}","6","0","1","0","c7ae9da2a41dc55d26b0395e2a91060e4c2a4a6ca39ad1135d7bcd9253aad9d0","raw/api/doctors-dr-eszter-szilagyi-CS.json","change","Replace immediate-calendar/same-day boilerplate with current booking checks and recorded consultation languages; preserve existing emergency passage.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-eszter-szilagyi",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-fabiana-cornejo","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-fabiana-cornejo","index, follow","","observed GSC query/page; no volume inference","fabiana cornejo","0","13","0","20","Dr Fabiana Cornejo - psychiatrička | Global Health","Dra. Mónica Cornejo Román, konzultační psychiatrička, specialistka na neuropsychofarmakologii. Rozsáhlé zkušenosti ve Španělsku a Argentině v psychofarmakologii, poruchách nálady a urgentní psychiatrii. Online konzultace v Global Health.","Dra. Mónica Fabiana Cornejo Román","{}","6","0","1","0","2b1ef98d8b4aa3c98d64d655ce47365b02a52095f6a5ce28806b58c14447d13b","raw/api/doctors-dr-fabiana-cornejo-CS.json","change","Replace immediate-calendar/same-day boilerplate with current booking checks and recorded consultation languages; preserve existing emergency passage.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-fabiana-cornejo",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-fidel-mesa-prado","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-fidel-mesa-prado","index, follow","","editorial page role; unmeasured","","0","9","1","13","Dr Fidel Mesa Prado - Kardiolog | Global Health","Dr. Fidel Mesa Prado, specialista v kardiologii v Hospital Costa del Sol a Hospiten Estepona. Odborník na srdeční zobrazování, akutní koronární syndrom a pokročilé technické zákroky. Online konzultace v Global Health.","Dr. Fidel Ernesto Mesa Prado","{}","6","0","1","0","bd88ea95c43595532d42b8908e1efd8b4547f8db1567eb02283ef35c7963c2ae","raw/api/doctors-dr-fidel-mesa-prado-CS.json","hold","No current open appointment; retain routing and assignments; exact correction candidate prepared, other claims retained pending evidence.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-fidel-mesa-prado",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-javier-villarte-betancor","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-javier-villarte-betancor","index, follow","","editorial page role; unmeasured","","0","0","0","4","Dr Javier Villarte Betancor - Psycholog | Global Health","Javier Villarte Betancor, zdravotní psycholog specializující se na KBT, ACT a TDC. Expert na úzkost, regulaci emocí a hraniční poruchu osobnosti. Online konzultace v Global Health.","Javier Villarte Betancor","{}","6","0","1","0","b7a65dee3753398b63afd8bfbe0108299297e0bd28519bf8095a66e8e78e752f","raw/api/doctors-dr-javier-villarte-betancor-CS.json","change","Replace immediate-calendar/same-day boilerplate with current booking checks and recorded consultation languages; preserve existing emergency passage.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-javier-villarte-betancor",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-leandro-wang","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-leandro-wang","index, follow","","editorial page role; unmeasured","","0","0","0","0","Dr Leandro Wang - Estetická medicína/vlasová | Global Health","Dr. Leandro Wang, registrovaný lékař specialista na flebologii, cévní zdraví a estetickou medicínu. Více než 20 let mezinárodních zkušeností. Osobní konzultace ve Valencii/Gironě a online v Global Health.","Dr. Leandro Wang","{}","6","0","1","0","0fc65a666fe464125c61a92dfa44ee802cfb647aa7ed470289af972a13f31f13","raw/api/doctors-dr-leandro-wang-CS.json","change","Replace immediate-calendar/same-day boilerplate with current booking checks and recorded consultation languages; preserve existing emergency passage.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-leandro-wang",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-luz-marina-zuluaga-rios","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-luz-marina-zuluaga-rios","index, follow","","observed GSC query/page; no volume inference","luz marina zuluaga","1","29","1","16","Dr Luz Marina Zuluaga Rios - Všeobecné lékařství","Dra. Luz Marina Zuluaga Ríos, specialistka na periferní cévní onemocnění, diabetickou nohu a kardiopulmonální rehabilitaci. Široké mezinárodní klinické zkušenosti. Online konzultace v Global Health.","Dra. Luz Marina Zuluaga Ríos","{}","6","0","1","0","bfe207673c02358646d78861bc5666f2dd8c7a88305f1643eec4ab44eea654b7","raw/api/doctors-dr-luz-marina-zuluaga-rios-CS.json","hold","Current exercise status discrepancy; exact correction candidate prepared, other claims retained pending evidence.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-luz-marina-zuluaga-rios",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-maria-fernanda-ocampo-mora","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-maria-fernanda-ocampo-mora","index, follow","","editorial page role; unmeasured","","0","1","1","5","Dr Maria Fernanda Ocampo Mora - Všeobecné lékařství","Dra. María Fernanda Ocampo Mora, specialistka v urgentní medicíně, všeobecném lékařství a estetické medicíně. Má rozsáhlé zkušenosti ve Španělsku a Kolumbii. Online konzultace v Global Health.","Dra. María Fernanda Ocampo Mora","{}","6","0","1","0","87295ae80c865d81dd21a754f0027bac0e0fda4c633b0fd067aa6ca7166a2b03","raw/api/doctors-dr-maria-fernanda-ocampo-mora-CS.json","change","Replace immediate-calendar/same-day boilerplate with current booking checks and recorded consultation languages; preserve existing emergency passage.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-maria-fernanda-ocampo-mora",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-romulo-brito","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-romulo-brito","index, follow","","editorial page role; unmeasured","","0","3","0","3","Dr Romulo Brito - Všeobecné lékařství | Global Health","Dr. Rómulo Brito González, specialista na urgentní medicínu s více než 10 lety mezinárodních zkušeností. Vedoucí lékař v nemocnici Can Misses, Ibiza. Online konzultace v Global Health.","Dr. Rómulo Andrés Brito González","{}","6","0","1","0","6b0f258822466205dc9918afbf3fb9c21016147a05f2432267e84aa541a70726","raw/api/doctors-dr-romulo-brito-CS.json","change","Replace immediate-calendar/same-day boilerplate with current booking checks and recorded consultation languages; preserve existing emergency passage.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-romulo-brito",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-silvina-irale","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-silvina-irale","index, follow","","observed GSC query/page; no volume inference","irale","0","10","0","5","Dr Silvina Irale - Pediatrická primární péče | Global Health","Dra. María Silvina Irale Tunkiewicz, specialistka v pediatrii s více než 20 lety zkušeností. Magistra v estetické a anti-aging medicíně. Online konzultace v Global Health.","Dra. María Silvina Irale Tunkiewicz","{}","6","0","1","0","64e1b092c5d6b0cd7bd4e1fdb331c4cebc028279be7609b27f65d3cbe4e01c16","raw/api/doctors-dr-silvina-irale-CS.json","change","Replace immediate-calendar/same-day boilerplate with current booking checks and recorded consultation languages; preserve existing emergency passage.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-silvina-irale",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-syed-tahir","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-syed-tahir","index, follow","","editorial page role; unmeasured","","0","6","0","3","Dr Syed Tahir - Všeobecné lékařství | Global Health","Dr. Syed Tahir, praktický lékař, specialista na veřejné zdraví a epidemiologii. Vystudoval na Kubě a v Nizozemsku, s mezinárodními zkušenostmi v lékařském výzkumu. Online konzultace v Global Health.","Dr. Syed Tahir","{}","6","0","1","0","a711339ff1c2111dd5a397e7d14ee9de9f14439c5cc1ff6e4ce2ceadfb4bccc1","raw/api/doctors-dr-syed-tahir-CS.json","change","Replace immediate-calendar/same-day boilerplate with current booking checks and recorded consultation languages; preserve existing emergency passage.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-syed-tahir",""
"https://www.myglobalhealth.online/spain/cs/doctors/dr-tomas-ruiz-palacios","cs","doctor","sitemap","200","https://www.myglobalhealth.online/spain/cs/doctors/dr-tomas-ruiz-palacios","index, follow","","observed GSC query/page; no volume inference","tomas ruiz palacios psicologo | tomas ruiz","1","14","0","14","Dr Tomas Ruiz Palacios - Psycholog | Global Health","Tomás Ruiz Palacios, zdravotnický psycholog specializovaný na kognitivně-behaviorální a systemickou relační terapii. Péče ve španělštině a italštině. Online konzultace v Global Health.","Tomás Ruiz Palacios","{}","6","0","1","0","2e8bbb1751bd1840d8bd211c49e521e12b887e1be1ff76bda645a562a736f4c5","raw/api/doctors-dr-tomas-ruiz-palacios-CS.json","hold","Official registration not independently verified; exact correction candidate prepared, other claims retained pending evidence.","clinical review pending","not applied; storage/approval/deployment pending","doctor:dr-tomas-ruiz-palacios",""
"https://www.myglobalhealth.online/spain/cs/gp-consultation-online","cs","gp-consultation-online","sitemap","200","https://www.myglobalhealth.online/spain/cs/gp-consultation-online","index, follow","","editorial page role; unmeasured","","0","1","0","4","Online konzultace s praktickým lékařem v Španělsku","Online konzultace s praktickým lékařem s lékaři registrovaní u Organización Médica Colegial (colegios de médicos).","Online konzultace s praktickým lékařem v Španělsku","{}","","","0","0","2a879547af9fc6ab3b3d039f8c1b96c259eeff36bb16bd93f20e2e864be92808","raw/public-inventory-2026-09-13.json","retain with evidence","Live metadata, canonical and content retained; no demonstrated benefit from rewriting this page. Retention does not certify clinical/legal claims.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/legal","cs","legal","sitemap","200","https://www.myglobalhealth.online/spain/cs/legal","index, follow","","editorial page role; unmeasured","","0","0","0","0","Právní informace. · Španělsko · Global Health","Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Španělsko.","Právní informace.","{}","","","0","0","948c808c0df0d2ee6effd01f88d12d1ed4f09b1e318bb6d6b4082dcfeb9ab831","raw/public-inventory-2026-09-13.json","retain with evidence","Legal body retained; actual status/canonical/robots recorded. No legal certification or new translation.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/legal/complaints-procedure","cs","legal","sitemap","200","https://www.myglobalhealth.online/spain/cs/legal/complaints-procedure","index, follow","","editorial page role; unmeasured","","0","0","0","8","Postup při stížnostech · Španělsko · Global Health","Postup při stížnostech. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Španělsko.","Postup při stížnostech","{}","","","0","0","cf3986142e7974f7c255fc85c3e205bdfd768a11eeb87fbed9181d7598a5c7eb","raw/public-inventory-2026-09-13.json","retain with evidence","Legal body retained; actual status/canonical/robots recorded. No legal certification or new translation.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/legal/cookie-policy","cs","legal","internal link","200","https://www.myglobalhealth.online/spain/cs/legal/cookie-policy","noindex, follow","","editorial page role; unmeasured","","0","0","0","0","Cookie Policy · Španělsko · Global Health","Cookie Policy. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Španělsko.","Cookie Policy","{}","","","0","0","e69052b133bae574bbccb98ff4619078434295c034086a08db5c03ca41ba9db8","raw/public-inventory-2026-09-13.json","retain with evidence","Legal body retained; actual status/canonical/robots recorded. No legal certification or new translation.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/legal/medical-disclaimer","cs","legal","internal link","200","https://www.myglobalhealth.online/spain/cs/legal/medical-disclaimer","noindex, follow","","editorial page role; unmeasured","","0","0","0","0","Aviso Médico · Španělsko · Global Health","Aviso Médico. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Španělsko.","Aviso Médico","{}","","","0","0","008fddcae6c8482f808b05fec0537f7e5d9571a7e0254c39c269ba0853ae0778","raw/public-inventory-2026-09-13.json","retain with evidence","Legal body retained; actual status/canonical/robots recorded. No legal certification or new translation.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/legal/privacy-policy","cs","legal","sitemap","200","https://www.myglobalhealth.online/spain/cs/legal/privacy-policy","index, follow","","editorial page role; unmeasured","","0","0","0","1","Zásady ochrany osobních údajů · Španělsko · Global Health","Zásady ochrany osobních údajů. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Španělsko.","Zásady ochrany osobních údajů","{}","","","0","0","b1c291f352e892a0b7393ec8ac404c9bbf658cb2a0d307e3a59b170bb5d001ee","raw/public-inventory-2026-09-13.json","retain with evidence","Legal body retained; actual status/canonical/robots recorded. No legal certification or new translation.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/legal/refund-policy","cs","legal","sitemap","200","https://www.myglobalhealth.online/spain/cs/legal/refund-policy","index, follow","","editorial page role; unmeasured","","0","0","0","0","Zásady vracení peněz · Španělsko · Global Health","Zásady vracení peněz. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Španělsko.","Zásady vracení peněz","{}","","","0","0","c45419deb74be8456faff06d0ae6b8a57e8f8c59341c26344c6cdab7636a48fe","raw/public-inventory-2026-09-13.json","retain with evidence","Legal body retained; actual status/canonical/robots recorded. No legal certification or new translation.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/legal/terms-of-service","cs","legal","sitemap","200","https://www.myglobalhealth.online/spain/cs/legal/terms-of-service","index, follow","","editorial page role; unmeasured","","0","0","0","4","Obchodní podmínky · Španělsko · Global Health","Obchodní podmínky. Právní dokumenty, registrace společnosti a regulační údaje pro Global Health v Španělsko.","Obchodní podmínky","{}","","","0","0","1524b355f154a00f352593767a890f8ea5403b67dfa5e43a0d751ef27f9e018b","raw/public-inventory-2026-09-13.json","retain with evidence","Legal body retained; actual status/canonical/robots recorded. No legal certification or new translation.","retained; no new certification","no mutation","",""
"https://www.myglobalhealth.online/spain/cs/press","cs","press","sitemap","200","https://www.myglobalhealth.online/spain/cs/press","index, follow","","editorial page role; unmeasured","","0","0","0","0","Pro média — Global Health Španělsko","Informace pro média o Global Health v Španělsko: kdo službu provozuje, jak je regulována, na jakých trzích působíme a jak kontaktovat naše tiskové oddělení.","Pro média","{}","","","0","0","3ad2b38653846c5699b0c2d8dc36a05e303cf0655fec5455a86ffbf2991b7141","raw/public-inventory-2026-09-13.json","retain with evidence","Live metadata, canonical and content retained; no demonstrated benefit from rewriting this page. Retention does not certify clinical/legal claims.","retained; no new certification","no mutation","",""
